id,collection,dc.contributor.advisor,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.date.issued,dc.date.issued[en],dc.description.abstract[en_US],dc.description.publishchoice[],dc.description.publishchoice[en_US],dc.identifier.nb-fulltext,dc.identifier.nb-urn,dc.identifier.uri,dc.identifier.urn,dc.language.iso[en_US],dc.publisher[en],dc.publisher[en_US],dc.publisher[no],dc.rights.accessRights,dc.rights.accessRights[en_US],dc.rights.holder,dc.rights.holder[],dc.rights.uri[en_US],dc.rights[en_US],dc.subject.courseID[],dc.subject.courseID[en_US],dc.subject[en_US],dc.title[en_US],dc.type[en],dc.type[en_US],dc.type[no]
"17911","10037/8169","Sørensen, Yvonne",,"Pettersen, Martine||Johansen, Marte Djupvik",,"2019-05-15",,"I denne masteroppgaven belyses forhold som fremstår sentrale i arbeidet med elevers selvoppfatning, med tanke på å skulle fremme livsmestring hos elever i barneskolen. Målsettingen med studien er å bidra til ny og fremtidsrettet forskning på dette fagfeltet, i forkant av fagfornyelsen som gjelder fra høsten 2020. I søken etter sentrale forhold ses det på sammenhenger mellom samfunnets utfordringsbilde og dets betydning for elever i barneskolen.

Studien er kvalitativ med en hermeneutisk tilnærming, og baserer seg på et halvstrukturert fokusgruppeintervju med fire representanter fra et pedagogisk personale. Intervjuet ble analysert gjennom en temasentrert metode, for å utvikle en dypere forståelse av tematikken. Det var flere forhold ved arbeid med elevers selvoppfatning som fremsto sentrale. Studiens resultater vitner om et behov for tidlig innsats og forebyggende arbeid i forhold til elevers selvoppfatning og livsmestring i barneskole - mye på bakgrunn av samfunnets utfordringsbilde. Samtidig virker samfunnets utfordringsbilde å være todelt. På den ene siden vitner tendensene i skolen om en prestasjonsorientert målstruktur, der elever definerer seg selv ut fra egne prestasjoner. På den andre siden ser vi en endring i samfunnet, der sosiale medier har vokst frem og tatt stor del i barn og unges liv. Å styrke elevers selvverd kan med dette se ut til å være et elementært aspekt i arbeidet med elevers selvoppfatning - dette for å gjøre dem i stand til å akseptere seg selv og håndtere medgang og motgang, som en viktig del av det å mestre livet.",,"Nå",,,"https://hdl.handle.net/10037/15622",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"selvoppfatning||livsmestring||selvverd||fagfornyelsen||VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280","""Å mestre skolen er å mestre livet"". En kvalitativ  studie om hvordan arbeid med elevers selvoppfatning kan fremme livsmestring blant elever i barneskolen",,"Master thesis||Mastergradsoppgave",
"17914","10037/8169","Boldermo, Sidsel",,"Nilsen, Tina||Salamonsen, Ida",,"2019-05-14",,"Målsettingen med denne mastergradsavhandlingen er å få innsikt i hva lærere legger i begrepet lekpreget undervisning. Vi har gjennomført en kvalitativ studie med formål å besvare forskningsspørsmålene: 1. Hva legger førsteklasselærere i begrepet lekpreget undervisning, og på hvilken måte anser de at seksåringen lærer best? 2.  På hvilken måte kan klasserommet utformes for å tilrettelegge for lekpreget undervisning? Vi har gjennomført observasjoner i fire førsteklasserom og intervjuet kontaktlærerne i de tilhørende klassene. Studiens resultater viser at våre informanter har ulik formening om hva som legges i lekpreget undervisning. Førsteklasselærerne er usikre på hvilken måte lekpreget undervisning kan gjennomføres, samt hvor mye tid en skal avsette til dette. I vårt datamateriell kommer det også frem at lærerne savner en tydeligere presisering av begrepet i styringsdokumentene, og at de dermed ser frem til den nye læreplanen som vil tre i verk i 2020. Det andre delspørsmålet utdyper hvordan seksåringen lærer best. Informantene svarte flertydig på dette spørsmålet, hvor en informant hevdet at seksåringen ville lære best av å hoppe, danse, synge, rulle og bygge. De resterende informantene pekte på at vi både trenger en lekbasert pedagogikk og en teoretisk tilnærming i første klasse. Funnene fra forskningsspørsmål 2 viser at klasserommet i liten grad er tilpasset skolestarteren, da det preges av en hard funksjonalitet. Klasserommets funksjonalitet påvirker hvilke aktiviteter læreren kan igangsette, og hvilke muligheter aktørene finner. Vi håper at denne avhandlingen vil være med på å gi innsikt om temaet, samt bidra til økt kunnskap og inspirasjon knyttet til lekpreget undervisning i skolen.",,"Nå",,,"https://hdl.handle.net/10037/15625",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"Lekpreget undervisning||Læring||Førsteklasse||Skolestarteren||Klasserommets utforming||Helhetlig læring||Lekende læring||Lærerik lek||Lekbasert pedagogikk||Lekpregede aktiviteter||VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280","«Seksåringene lærer best ved å synge, hoppe, pusle, bygge, snakke og rulle». En kvalitativ studie om lekpreget undervisning i førsteklasse.",,"Master thesis||Mastergradsoppgave",
"17920","10037/8169","Unhjem, Astrid",,"Holkestad, Andreas",,"2019-05-14",,"Skolehverdagen til elever med lese- og skrivevansker kan bli svært utfordrende når elevene ikke får den hjelpen de trenger. Jeg har selv dysleksi, og vet fra erfaring hvor utfordrende det kan være. Dette vekket min interesse for å undersøke tema lese- og skrivevansker nærmere.  
Formålet med studien er å belyse hvordan lærere arbeider for å tilpasse undervisningen for elever med lese- og skrivevansker. Studien er kvalitativ med en hermeneutisk og fenomenologisk tilnærming, og baserer seg på intervjuer av tre lærere på ulike trinn i skolen.  
Studien belyser viktigheten av tilpasset undervisning, da mangelen på tilrettelegging kan gi drastiske konsekvenser for elever med lese- og skrivevansker. Resultatene viser at lærerne har et bredt spekter av tiltak som påvirker elevens skolehverdag på forskjellige måter, både når det gjelder elevens selvtillit og faglig utvikling. Bruken av IKT som verktøy er noe begrenset, noe som kan henge sammen med mangelen på kunnskap og skolens tilgang på ressurser. 
Jeg håper at denne studien kan være et bidrag til økt kunnskap og inspirasjon for andre lærere, skoler, og instanser som arbeider med elever med lese- og skrivevansker.",,"Nå",,,"https://hdl.handle.net/10037/15632",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"Lese- og skrivevansker||Tilpasset opplæring||Motivasjon og mestring||IKT||Lesing||leseformelen||Foreldre||Samarbeid||VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280","«Det var lettere for meg å tenke at jeg bare var dum». En studie om tilpasset undervisning for elever med lese- og skrivevansker",,"Master thesis||Mastergradsoppgave",
"17912","10037/8169","Sørensen, Yvonne",,"Knudsen, Marte Alstad||Ulriksen, Anne",,"2019-05-15",,"I denne masteravhandlingen har vi undersøkt hvilke refleksjoner lærere har rundt temaet inkluderende læringsmiljø, samt hvilke muligheter og utfordringer som er løftet frem som sentrale i dette arbeidet. Forskningen er av kvalitativ karakter med en hermeneutisk tilnærming. I denne studien har vi gjennomført to intervjuer av kontaktlærere ved fjerde trinn, som senere er analysert med en temasentrert tilnærming. Funnene fra analysen ble drøftet i lys av teori og forskning, hvor resiprok determinisme av Bandura (1977, s. 194) har vært vårt epistemologiske grunnlag. Hovedelementer som synes særlig relevante i arbeidet med å tilrettelegge for et inkluderende læringsmiljø er et godt samarbeid med hjemmet, et felles sett verdier i klasserommet og en nær lærer-elev-relasjon som baserer seg på tillit, anerkjennelse og respekt, samt at elevene regelmessig opplever autentisk mestring. Dessuten synes det relevant for læreren å være bevisst på at elevene både skal dannes til å bli mennesker som trives og er trygge, samtidig som de skal utdannes med formål å bidra til samfunnet.",,"Nå",,,"https://hdl.handle.net/10037/15623",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"Tilpasset opplæring||Hjem-skolesamarbeid||Verdier i klasserommet||Inkludering||Læringsmiljø||Lærer-elev-relasjon||Bandura||Resiprok determinisme||Inkluderende læringsmiljø||Lærerrollen||Klasseledelse||Autoritativ lærerrolle||Sosial inkludering||Faglig inkludering||Foreldresamarbeid||VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280","Et inkluderende læringsmiljø. «Jeg jo heller utdanne en som blir en søkkanes likanes kar, enn at han blir jævlig god i matte»",,"Master thesis||Mastergradsoppgave",
"17913","10037/8169","Steele, Annfrid Rosøy",,"Vollstad, Solveig||Aspen, Linda Merethe Madsen",,"2019-05-15",,"Hensikten med denne masteroppgaven har vært å belyse hvordan lærere kan møte og støtte elever som har opplevd vold eller overgrep. Spørsmålene vi har stilt informantene handler om hvilken kunnskap og kompetanse lærerne mener er viktig å ha for at elevene skal vite at læreren kan være en trygg voksen for barna. Vi har også undersøkt hvordan skolekulturen kan være med på å ivareta de utsatte barna. Kunnskaps- og kompetanseheving i samarbeid med instanser som SMISO har vist seg å være noe lærerne opplever som nyttig. Lærerne blir mer bevisste på hvordan de kan snakke med elevene for at de skal vite at det er trygt å åpne seg om vold eller overgrep. Ved å snakke om vold og overgrep blir temaene mindre skambelagt og elevene lærer om hva som er lov og ulovlig. Det gir dem mulighet til å si ifra om de utsettes for urett. Lærerne får også forståelse for betydningen av å undervise eksplisitt i ord og begreper på for eksempel kjønnsorganer. Alt i alt er det forebyggende at skolekulturen preges av samarbeid, at andre instanser bidrar med kunnskap og at lærerne lærer mer om hva det vil si å være en viktig person i et barns liv.",,"Nå",,,"https://hdl.handle.net/10037/15624",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"lærer||vold||overgrep||barneperspektivet||Trygg voksen||SMISO||Bekymringsmelding||Utsatte barn||Barnevernet||Barneperspektiv||Skolekultur||Analytisk||Deduktiv||Kvalitativ||Kompetanse||lærerrolle||tro||VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280","""Meld det inn, følg magefølelsen, ikke vær redd for å trå feil, husk å tenke på barnas beste"". En masteroppgave om elever som har blitt utsatt for vold og overgrep",,"Master thesis||Mastergradsoppgave",
"17918","10037/8169","Unhjem, Astrid||Wiik, Miriam",,"Hansen, Silje||Nøkland Sollied, Siri",,"2019-05-13",,"I skolens styringsdokumenter understrekes det at flerspråklige elever og mangfold har en plass i norsk skole. Utdanningen skal formidle kunnskap om dette mangfoldet, og gi alle elever kompetanse til å kunne delta i et multikulturelt samfunn. Den norske samfunnsdebatten har de siste 50 årene båret preg av en problemorientert tilnærming til flerspråklighet (Aarsæther, 2017, s. 65), hvor elevenes språkkompetanse, utenom norsk, ikke ansees som ressurs.

Bakgrunnen for valg av tema har vært et ønske om å ha en ressursorientert tilnærming til flerspråkligheten som er i klasserommet, hvor elevenes språkkompetanse synliggjøres som ressurs, både for den enkelte og for fellesskapet. Formålet med denne studien var å få innsikt og erfaring ved bruk av elevers språk som ressurs inn i undervisning gjennom drama som metode. Vi har ut i fra dette planlagt og gjennomført et dramabasert undervisningsopplegg i en klasse på småtrinnet, hvor elevenes flerspråklighet ble inkludert i det faglige arbeidet. Prosjektet har et kvalitativt forskningsdesign og vi har samlet inn data gjennom deltakende observasjon, gruppeintervjuer med elever, samtale med klassens lærer og refleksjonssamtaler oss imellom.

Våre funn er mange og sammensatte da vi har vært interessert i effekter som er å finne i elevgruppen, men også muligheter og utfordringer knyttet til lærerrollen. Vi finner blant annet at dramabasert undervisning i kombinasjon med tematikken flerspråklighet gir muligheter for engasjerende og holdningsskapende undervisning der elevene kan utvikle sin flerspråklige identitet. Videre gir slik undervisning elevene mulighet til å få bruke og vise sin språkkompetanse, lære av hverandre og sammen utvikle sin metaspråklige bevissthet. Vi finner også at lærerens språkkompetanse kan utfordres når elevenes flerspråklighet inkluderes, men samtidig ser vi at dette byr på muligheten til å løfte frem elevene som ressurser inn i språkarbeidet.",,"Nå",,,"https://hdl.handle.net/10037/15629",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"Flerspråklighet||Flerspråklighet som ressurs||Dramabasert undervisning||Identitet||Flerspråklig identitet||Drama||Metaspråklig bevissthet||Kontrastiv undervisning||Språksammenligning||VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280","Flerspråklighet - en lite utvunnet ressurs.
En kvalitativ studie av bruk av flerspråklighet som ressurs i undervisning, ved hjelp av drama som metode",,"Master thesis||Mastergradsoppgave",
"17919","10037/8169","Jakhelln, Rachel",,"Svendsen, Miriam Duveke",,"2019-05-14",,"I denne studien har jeg forsket på om det er samsvar mellom den femårige grunnskolelærerutdanningen og det som er behov i fådelte skoler. Fådelte skoler er skoler som har ulike klassetrinn som får undervisning i samme klasserom. Sentralisering er en av grunnene til at det er blitt færre fådelte bygdeskoler, men det finnes fortsatt både mange fådelte skoler og distriktskoler i Norge. Forskning viser også at distriktskolene er minst like gode som byskolene. I min lærerutdannelse har jeg ikke hørt fådelte skole blitt nevnt i det hele tatt, og oppdaget at det er få av mine medstudenter som vet hva fådelt skole er. I og med at det er en del fådelte skoler i Norge ønsket jeg å undersøke om det er samsvar mellom den femårige lærerutdanningen og fådelte skoler. På grunnlag av det har jeg intervjuet lærere og rektorer ved fådelte skoler og gjennomført tekstanalyse på rammeplanen, retningslinjen og studieplanen. Dette for å se funnene opp mot hverandre for å se om det er samsvar mellom grunnskolelærerutdanningen og det som er kompetansebehov i fådelte skoler. Det har kommet frem at ordningen av fådelte skoler er annerledes enn fulldelte. Lærere ved fådelte skoler må ofte ta på seg oppgaver utenfor deres kompetanse. Lærere med femårig masterutdanning har for få fag. Lokalsamfunnet er en viktig faktor for de fådelte skolene og vise versa, både når det gjelder samarbeid opp mot skolene og at skolene blir brukt som samlingssted for bygdefolket. I tillegg har jeg sett på hvordan fådelte skoler løser utfordringene i forhold til kompetansebehovet. Samt diskutert hvorfor politikken og lærerutdanningen burde satse mer på fådelte skoler og bygdeskoler og hvordan dette kan gjøres.",,"Nå",,,"https://hdl.handle.net/10037/15631",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"fådelt||distrikt||fådelt skole||distriktskole||grunnskolelærerutdanning||femårig lærerutdanning||lærerutdanning med integrert master||lokal||lokalsamfunn||nærmiljø||kompetanse||kompetansebehov||studieplan||retningslinje||rammeplan||aldersblanding||bygdeskole||skole||VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280","Kompetansebehov i fådelte skoler. Fådelte skolers behov og grunnskolelærerutdanningens tilbud",,"Master thesis||Mastergradsoppgave",
"17925","10037/8169","Sørensen, Yvonne",,"Vestå, Andreas Ivar",,"2019-05-15",,"I denne studien undersøkes det hvilke muligheter og utfordringer boltrelek gir for utvikling av sosial kompetanse i skolen ved å innta et elevperspektiv. Hensikten med studien er å gi innsikt og forståelse i boltrelek og sosial kompetanse ved å løfte fram elevperspektivet, som ofte blir oversett. Studien er en kvalitativ studie med en hermeneutisk tilnærming. Studiens empiri består at tre fokusgruppeintervjuer med et utvalg på til sammen åtte gutter fra små- og mellomtrinnet. Videre er empirien analysert ved hjelp av temasentrert analysemetode. Analysen viser at elevene ser ulike muligheter og utfordringer med boltrelek i skolen når det gjelder utvikling av sosial kompetanse.
Et sentralt funn i studien er at de ulike typene av boltrelek på ulik måte kan bidra til utvikling av sosial kompetanse for elever i skolen. Blant annet kan boltreleken bidra til utvikling i de sosiale ferdighetsdimensjonene ansvarlighet, empati, samarbeid, selvkontroll og selvhevdelse. Elevene opplever også boltreleken som relasjonsbyggende gjennom positive opplevelser, tillit og risikomestring. For at utviklingen av sosial kompetanse skal finne sted er det viktig at skolen tilrettelegger utearealet for boltrelek. I tillegg synes kompetanseheving av skolens personal innen forståelse av boltrelekens kommunikasjon og atferdsmønster, å være hensiktsmessig. Studien indikerer videre at det synes sentralt at elevene, uavhengig av kjønn, får boltreleke ut fra egne preferanser. Slik kan elevene gjennom boltrelek oppleve utvikling av sin sosiale kompetanse ut fra egne forutsetninger.",,"Nå",,,"https://hdl.handle.net/10037/15637",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"Boltrelek||Sosial kompetanse||Skole||Relasjoner||Lek||Utvikling||VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280","Boltrelek og utvikling av sosial kompetanse – Et elevperspektiv",,"Master thesis||Mastergradsoppgave",
"17927","10037/8169","Jakhelln, Rachel Elise||Danielsen, Karin Helene",,"Myrhaug Hansen, Martin||Fjellseth, Daniel Jacob",,"2019-05-15",,"Vi ser nødvendigheten av forskning på området vurdering i kroppsøving, med spesielt fokus på mellomtrinnet. Vi har etter flere perioder i praksis observert ulike vurderingspraksiser blant lærere, noe som har vekket vår nysgjerrighet i lærerutdanningen. Formålet med vår studie er å undersøke hvilke vurderingspraksiser utdannede kroppsøvingslærere anvender på mellomtrinnet. Vårt inntrykk er at kroppsøvingsfaget har en lav status i utdanningen og skolene nedprioriterer faget. Vurdering er noe som skjer hele tiden i skolehverdagen, både bevisst og ubevisst, og er derfor også en sentral del av en kroppsøvingslærers arbeid. Elevene har krav på vurdering, og vurdering spiller en sentral rolle i elevenes utvikling. Lærerne er pålagt å følge styringsdokumenter som gir føringer for hva vurderingen skal innebære. Vårt forskningsprosjekt er gjennomført som en kvalitativ studie, med en hermeneutisk tilnærming til datamaterialet, samt sosialkonstruktivistisk kunnskapssyn. Vi har intervjuet fire utdannede kroppsøvingslærere, en kvinnelig og tre mannlige. Informantene har ulik arbeidserfaring, fra relativt nyutdannede og opp til 20 år i yrket. Studiens sentrale funn er at vurderingspraksisen lærerne driver er nokså lik, men de har ulikt fokus. Årsaker er «diffuse» kompetansemål og ulik arbeidserfaring. De arbeider og gjennomfører vurderingen i tråd med styringsdokumentene. Funnene viser at det er utfordringer knyttet til tolkning av kompetansemål og opplæringslovens strenge føringer i vurderingsarbeidet. Dersom lærere har utdanning i faget, opparbeider seg god vurderingskompetanse og god vurderingspraksis, samt erfaringer i faget, kan dette gi elevene forutsetninger for livslang bevegelsesglede.",,"Nå",,,"https://hdl.handle.net/10037/15639",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"Vurdering||Kroppsøving||Vurderingspraksis||Mellomtrinnet||Livslang bevegelsesglede||Bevegelsesglede||Formativ vurdering||Summativ vurdering||Tilbakemeldinger||Underveisvurdering||VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280","""Vær så god ungdomsskolen, her har dere en elev med livslang bevegelsesglede."" - En studie om vurdering i kroppsøving på mellomtrinnet",,"Master thesis||Mastergradsoppgave",
"17928","10037/8169","Rosøy Steele, Annfrid",,"Haaland, Elisabeth Vorin",,"2019-05-15",,"I denne kvalitative studien har jeg hatt elevmedvirkning som tema, og problemstillingen min har vært: Hvilket fokus har lærere på elevmedvirkning i klasserommet? For å avgrense studien har jeg benyttet forskningsspørsmålene:
a)	Hvordan legger lærere opp til elevmedvirkning gjennom didaktiske grep i undervisningen?
b)	Hvilket utbytte fremheves av lærerne at elevene får av elevmedvirkning?

Jeg har utført to intervjuer med erfarne lærere, og observert en parallellklasse med tre lærere i en uke. Gjennom en analyse og drøfting av empirien, har jeg besvart studiens problemstilling. Det har vist seg at det ikke er et likt fokus på elevmedvirkning i klasserommet. Sosial kompetanse er et stort fokus hos den ene læreren, mens andre praktiserer ulike metodeinnlæringer. Det kan fort lages omfattende undervisningsopplegg for å inkludere elevmedvirkning i klasserommet, i stedet for å trekke det inn i den tradisjonelle undervisningen. Det er dermed ikke overraskende at lærere synes dette er tidkrevende, og at de ønsker seg mer kompetanse på området. Samtidig ser vi at lærere ser nyttigheten av elevmedvirkning i sine klasser. Lærerne uttrykker at et utbytte for elevene er å være en del av fellesskapet og at de føler seg inkludert. Elevmedvirkning kan muligens også føre til at elever utvikler sitt selvbilde.",,"Nå",,,"https://hdl.handle.net/10037/15640",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"Elevmedvirkning||Motivasjon||Sosial kompetanse||Relasjoner||VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280","Fremtidens medborgere. En kvalitativ studie om læreres fokus på elevmedvirkning i klasserommet",,"Master thesis||Mastergradsoppgave",
"17915","10037/8169","Svein-Erik, Andreassen||Vibeke, Øie",,"Simonsen, Elisabeth Sofie",,"2019-05-14",,"Denne masteroppgaven er en kvalitativ studie om undervisning i lesestrategier på barneskolenivå. Jeg ønsket å belyse læreres didaktiske begrunnelser for deres strategiundervisning i henhold til lesing av tekst. I tillegg ville jeg rette et fokus mot læreres begrunnelser av lesestrategier i lys av tilpasset opplæring. Jeg har dermed stilt følgende forskningsspørsmål: Hvilke didaktiske begrunnelser ligger til grunn hos lærere i bruk av lesestrategier, både generelt, og som tilpasset opplæring? 

Studien har en hermeneutisk tilnærming. Metode for innsamling av data er kvalitativt forskningsintervju, og tre lærere fra to forskjellige skoler er intervjuet. Jeg har anvendt temasentrert analyse av sentrale funn fra datamaterialet. 

Studiens funn viser at lærerne anvender en rekke lesestrategier i før-, underveis- og etterfasen av lesingen. De vektlegger blant annet lesestrategier som kan bidra til å forberede elevene på teksten, som kan skape forståelse for ukjente ord og begreper, og som kan få elever til å overvåke forståelsen sin. Leseforståelse viser seg dermed å være en av lærernes sentrale begrunnelser for å legge til rette for undervisning der elever lærer om og får brukt ulike lesestrategier. Opplæringen kan, ved bruk av lesestrategier, tilpasses den enkelte elev. Gjennom å la elevene møte ulike lesestrategier, mener lærerne at en da kan finne ut hvilke lesestrategier som passer den enkelte.",,"Nå",,,"https://hdl.handle.net/10037/15626",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"Lesestrategier||Tilpasset opplæring||Barneskole||Leseforståelse||Didaktisk||strategiundervisning","Et blikk på lesestrategier - fra lærerperspektivet.
Engasjerte læreres begrunnelser for anvendelse av lesestrategier i egen undervisning.",,"Master thesis||Mastergradsoppgave",
"17916","10037/8169","Andreassen, Svein-Erik",,"Loftås, Kristin",,"2019-05-14",,"Denne masteravhandlingen handler om psykisk helse i skolen. Oppgaven er en studie der en søker å avdekke hvordan skolen, som en svært sentral utviklingsarena, arbeider for å bidra til utvikling av resiliente barn og unge som blir i stand til å mestre livene sine. Studien tar for seg fire informanter i ulike roller i skolen, men med fellesnevneren at de arbeider med elever. Informantene arbeider ved en og samme skole, men dette er ikke av betydning i studien. Det som er av betydning er at informantene har kunnskap om de temaer og fokusområder oppgaven tar for seg, og i så måte kan bidra til å belyse forskningsspørsmålet. Datainnsamling og analyse gjøres gjennom henholdsvis delvis strukturert intervju og temasentrert analysemetode.

Studiens innsikter er at gode og trygge relasjoner mellom lærer og elev, som rammes inn av gode strukturer og systematisk skolebasert arbeid, er viktig i arbeid med elevers psykiske helse, resiliens og livsmestring. Videre er det av betydning at lærere har kjennskap til hensiktsmessige verktøy som kan læres bort til elevene, og bidra til at utfordrende situasjoner blir mer håndterbare for dem. Ikke minst er det viktig med tett samhandling mellom skole og hjem, slik at disse sammen kan slå ring rundt barn og unge i opp og nedturer.",,"Nå",,,"https://hdl.handle.net/10037/15627",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"Resiliens i skolen||Resiliens||Psykisk helse i skolen||Livsmestring||Livsmestring i skolen||Psykisk helse||arbeid med psykisk helse||motstandsdyktighet i skolen||VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280","Enten går det bra, eller så går det over! Arbeid med elevers psykiske helse, resiliens og livsmestring i skolen",,"Master thesis||Mastergradsoppgave",
"17917","10037/8169","Andreassen, Svein-Erik",,"Iversen, Hanne I.",,"2019-05-15",,"I denne masteravhandlingen belyses samsvaret mellom kompetansemålene i LK06 og et utvalg av lærebøker som benyttes i undervisningen på mellomtrinnet i den norske grunnskolen. Studien baserer seg på en kvalitativ tilnærming der jeg benytter meg av kvalitativ tekstanalyse som forskningsmetode. I studien blir det først foretatt en analyse av kompetansemålene i LK06. Dette blir gjort ved å dele de komplekst sammensatte kompetansemålene i mindre delmål bestående av ferdigheter og kunnskaper. Ved å benytte meg av begrepene sterk og svak innramming har jeg videre vurdert graden av valgfrihet som ligger i hvert enkelt av disse delmålene. Det vil si i hvor stor grad elevene selv kan være med på å bestemme hvordan kompetansen i de ulike delmålene skal oppnås. Ut fra denne inndelingen har jeg utarbeidet et analyseskjema som har gjort det mulig å identifisere den tilsvarende kompetansen i lærebøkene. Ut fra mine tolkninger kategoriserte jeg graden av samsvar mellom kompetansemålenes delmål og lærebøkenes innhold i tre kategorier; godt samsvar, delvis samsvar og manglende samsvar. Til slutt ble resultatet innenfor hver av disse kategoriene tallfestet for å skape oversikt over analyseresultatene. Sentrale funn i studien viser at innholdet i de undersøkte lærebøkene i stor grad samsvarer med kompetansemålene i LK06. Funnene i studien er sett i lys av grundig drøfting av studiens validitet og reliabilitet.",,"Nå",,,"https://hdl.handle.net/10037/15628",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3901",,"Læreplananalyse||Lærebøker||Læreplanmål||LK06||Kunnskapsløftet||Kompetanse||Kunnskap||Ferdighet||Innramming||Didaktisk relasjonstenkning||Didaktisk samsvar||Didaktikk||Tekstanalyse||Lærebokinnhold||VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280","Kan vi stole på lærebøkene? En kvalitativ studie om samsvaret mellom læreplanmål og lærebøker",,"Master thesis||Mastergradsoppgave",
