id,collection,dc.contributor.advisor,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.date.issued,dc.date.issued[en],dc.description.abstract[en_US],dc.description.publishchoice[],dc.description.publishchoice[en_US],dc.identifier.nb-fulltext,dc.identifier.nb-urn,dc.identifier.uri,dc.identifier.urn,dc.language.iso[en_US],dc.publisher[en],dc.publisher[en_US],dc.publisher[no],dc.rights.accessRights,dc.rights.accessRights[en_US],dc.rights.holder,dc.rights.holder[],dc.rights.uri[en_US],dc.rights[en_US],dc.subject.courseID[],dc.subject.courseID[en_US],dc.subject[en_US],dc.title[en_US],dc.type[en],dc.type[en_US],dc.type[no]
"11550","10037/8169","Rørnes, Karin",,"Rushfeldt, Håvard Sotkajærvi",,"2016-05-18",,"Oppgaven tar for seg pedagogisk entreprenørskap som begrep og fenomen i dagens skole. I forskningsprosessen har jeg tatt utgangspunkt i følgende problemstilling: 
«Kan entreprenørskap være svaret på hvordan skolen kan imøtekomme framtidens kompetansebehov?»
Jeg ønsket å se på hvorvidt pedagogisk entreprenørskap vil være svaret på hvordan skolen kan ivareta framtidens kompetansekrav i forhold til utviklingen av det postmoderne samfunnet. For å finne svar på dette spørsmålet har jeg tatt for meg entreprenørskap som begrep og måten dette begrepet blir ivaretatt gjennom politiske styringsdokumenter. Styringsdokumentene analysen tok utgangspunkt i var Kunnskapsløftet og NOU 2015:8 – Fremtidens skole: Fornyelse av fag og kompetanser. Grunnlaget for dokumentanalysene var å se på hvordan pedagogisk entreprenørskaps samfunnsøkonomiske perspektiv og pedagogisk entreprenørskaps samfunnsmessige dannelsesperspektiv ble ivaretatt i valgte styringsdokumenter. I tillegg gjennomførte jeg et kvalitativt forskningsintervju med en rektor i Tromsø for å få en fagpersons innsikt rundt entreprenørskap som begrep og verktøy i undervisningen.
Gjennom denne studien belyses det hvordan entreprenørskapets ulike perspektiver kan ivaretas gjennom bruken av kreativitet, innovasjon og elevaktivitet i undervisningen. Resultatet av mine undersøkelser presenterer et argumentasjongrunnlag for utvikling av et bredt dannelsesperspektiv i pedagogisk entreprenørskap hvor eleven står i sentrum. Den samfunnsøkonomiske gevinsten kan da bli en bieffekt gjennom et slikt fokus i opplæringen. Herunder kommer jeg og fram til at ditt lærerens mandat først og fremst går på å sørge for skolen blir en arena hvor alle elever skal ha en mulighet for utvikling på egne premisser. Dette perspektivet vil dermed kunne videre påvirke den større sammenhengen gjennom å være et godt utgangspunkt for den samfunnsøkonomiske utviklingen og elevene som framtidige samfunnsressurser.",,"Nå",,,"https://hdl.handle.net/10037/10049",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2016 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Allmennpedagogikk: 281||pedagogikk||entreprenørskap||erfaringsbasert||elevaktivitet||kreativitet||VDP::Social science: 200::Education: 280::General education: 281","Å møte framtidens kompetansebehov. En kvalitativ studie av pedagogisk entreprenørskap i skolen",,"Master thesis||Mastergradsoppgave",
"12498","10037/8169","Rørnes, Karin",,"Simonsen, Christina",,"2016-11-14",,"Formålet med denne studien er å undersøke fritidsklubben som arena for mobbing, eller som mobbefri arena. Flere foreldre har gitt tilbakemelding til en fritidsklubb at deres barn opplever mobbing og krenkelser på skolen, men ikke på fritidsklubben. Dette til tross for at de samme barna oppholder seg på begge arenaene. Studien tar sikte på å belyse synspunktene til en av de ansatte i fritidsklubben.
I oppgavens teorigrunnlag vil forskning og faglitteratur på temaet mobbing presenteres. Her vil det belyses hva vi vet om mobbing og forstår av begrepet. Forebygging av mobbing vil spille en sentral rolle i denne studien. Her vil ulike faktorer som er viktig i forebyggingsprosessen bli trukket frem. Sosial kompetanse, lederskap, relasjonskompetanse og samarbeid er noen av de faktorene som blir ansett som relevant. 
Metoden som er benyttet i dette prosjektet er kvalitativ metode. Under innhenting av data ble det brukt et semistrukturert intervju. Utvalget bestod av en ansatt fra fritidsklubben. Intervjupersonen redegjorde for bakgrunnen og historien bak prosjektet i tillegg til å svare på spørsmål om blant annet mobbebegrepet og forebygging av mobbing. Intervjupersonen beskrev den praksisen fritidsklubben har i forebygging av begynnende mobbeatferd.
Det intervjupersonen fortalte om fritidsklubbens sin praksis i det forebyggende arbeidet samsvarer med mange av de forebyggende faktorene vi benytter oss av i skolen. Sosial kompetanse kom frem som hovedfokuset til fritidsklubben. Alt de gjør på fritidsklubben er planlagt og utformet med sosial kompetanse som grunnlag. Ellers fremstod lederskap, samhandling og samarbeid som forebyggende faktorer de benyttet seg av. Fritidsklubben er opptatt av god struktur og nulltoleranse for mobbing. Dette er forebyggende faktorer vi har kjennskap til i skolen i dag. Derimot blir det belyst i denne oppgaven at det kanskje ikke er like stort fokus på disse faktorene på begge arenaene. Det stilles blant annet spørsmål om hvorvidt sosial kompetanse får den prioriteringen den trenger i skolen.",,"Nå",,,"https://hdl.handle.net/10037/11014",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2016 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Allmennpedagogikk: 281||VDP::Social science: 200::Education: 280::General education: 281","Fritidsklubbens hemmelighet. En studie av hva vi kan lære av fritidsklubben for å skape et mobbefritt miljø.",,"Master thesis||Mastergradsoppgave",
"12732","10037/8169","Rørnes, Karin",,"Aders, Hilde",,"2017-04-24",,"I denne masteroppgaven undersøkes det hvordan elever, lærere og foreldre i barneskolen forstår og forholder seg til digital mobbing. Undersøkelsen ble gjort ved at elever i 6. og 7. klasse skrev fortellinger om digital mobbing mens fem lærere og to foreldre i grupper ble intervjuet om temaet. Analysen av elevtekstene og intervjuene viser at det går et skille mellom barne- og voksengenerasjonen i hvordan internett, og dermed digital mobbing forstås. For elevene er internett en naturlig integrert del av hverdagen mens lærere og foreldre skiller mellom sosial aktivitet på internett og «i det virkelige liv». Denne ulike oppfatningen av internett kan medføre at elever, lærere og foreldre ikke legger samme meningsinnhold i begreper når de skal beskrive eller kommuniserer om digital mobbing. 
Gjennom alle informantgruppene framkommer det at kommunikasjon er et viktig aspekt for å forebygge og identifisere digital mobbing. Elevene gir konkrete eksempler på hvordan man kan framsnakke hverandre og dermed hjelpe personer som er utsatt for digital mobbing. Lærerne etterlyser en mer håndfast definisjon av digital mobbing. De formidler også at det er hensiktsmessig å ha jevnlige samtaler med elevene slik at defineringen alltid er oppdatert på hva som er aktuelt til gjeldende tidspunkt. Foreldrene mener gode relasjoner i samtale med barna er avgjørende, og at man må gå foran som et godt eksempel i forhold til handlinger på internett.",,"Nå",,,"https://hdl.handle.net/10037/11203",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2017 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"digital mobbing||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Allmennpedagogikk: 281||VDP::Social science: 200::Education: 280::General education: 281","Digital mobbing - hva er det?",,"Master thesis||Mastergradsoppgave",
"13077","10037/8169","Bjørndal, Kristin Emilie||Sørensen, Yvonne",,"Høiberget, Margrethe Elise||Andersen, Ellinor Helene",,"2017-05-15",,"Bakgrunnen for denne studien er at vi ser behov for forskning på kroppsøvingsfaget på barnetrinnet, og da spesielt hvordan formålet i læreplan til kroppsøving praktiseres. Målsetningen med denne studien er å bidra til økt innsikt om hvordan kroppsøving kan praktiseres som et allmenndannende fag. Vi undersøker hvilke muligheter og utfordringer kroppsøvingslærere står overfor i arbeidet med å fremme livslang bevegelsesglede i kroppsøvingsfaget. Livslang bevegelsesglede er en del av formålet til kroppsøving, og er beskrevet som en sentral sel av elevers allmenndanning. Undersøkelsen er gjennomført som en kvalitativ studie, der vi har intervjuet tre lærere på barnetrinnet som har faglig kompetanse i kroppsøving. Studiens sentrale funn er at kroppsøvingsfagets status må styrkes på flere plan, at variasjon og synliggjøring av læringsmål er forutsetninger som må ligge til grunn, samt at motorisk kompetanse er en viktig grunnmur for å kunne finne glede av være i aktivitet livet gjennom. Dersom statusen til faget heves kan det bidra til at kroppsøvingslærere får større mulighet for å legge til rette for en undervisning som fremmer allmenndannelse og inspirerer til livslang bevegelsesglede.",,"Nå",,,"https://hdl.handle.net/10037/11533",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2017 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"allmenndanning i kroppsøving||livslang bevegelsesglede||fysisk aktivitet||glede av å være i aktivitet||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Allmennpedagogikk: 281||VDP::Social science: 200::Education: 280::General education: 281","«Kroppsøving er liksom ikke så viktig». Kroppsøving som allmenndannende fag. Muligheter og utfordringer for å fremme livslang bevegelsesglede",,"Master thesis||Mastergradsoppgave",
"13079","10037/8169","Bjørndal, Kristin Emilie||Sørensen, Yvonne",,"Biti, Kari Tveit||Ingebrigtsen, Victoria",,"2017-05-15",,"Forskning viser at en rask bokstavprogresjon gir flere fordeler for elevmangfoldet. Blant annet viser forskningen at en rask bokstavprogresjon medfører et tidligere møte med skriftspråket, samtidig som den muliggjør et tidligere arbeid med bokstavrepetisjon. Vi ønsket derfor i denne avhandlingen å undersøke hvilke muligheter og utfordringer den raske bokstavprogresjonen ga for tilretteleggingen av tilpasset opplæring. Dette undersøkte vi gjennom en kvalitativ tilnærming til forskningsfeltet, hvor vi gjennomførte fire intervjuer med lærere som arbeidet med den første lese- og skriveopplæringen. Datamaterialet ble analysert gjennom en temasentrert analytisk tilnærming. Noen sentrale funn var at den raske bokstavprogresjonen ga gode muligheter for tilpasning til de ulike elevene. Elever som var kommet lengre i sin lese- og skriveutvikling, fikk raskere møte manglende eller utfordrende bokstaver, mens elever som hadde behov for et grundigere arbeid med bokstaver, fikk muligheten til å repetere disse i gjentatte omganger. En utfordring var likevel at en del elever ikke klarte å henge med i arbeidet med den raske progresjonen. En sammenfatning av våre hovedfunn, viser likevel at det var flest muligheter for tilretteleggingen av tilpasset opplæring, da utfordringene som oppsto underveis i arbeidet med bokstavinnlæringen, kunne kompenseres av muligheter.",,"Nå",,,"https://hdl.handle.net/10037/11539",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2017 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"VDP::Humanities: 000::Literary disciplines: 040||VDP::Humaniora: 000::Litteraturvitenskapelige fag: 040","Rask bokstavprogresjon. En tilpasning for elevmangfoldet?",,"Master thesis||Mastergradsoppgave",
"13080","10037/8169","Steensen, Jette",,"Hansen, Kjersti Sofie||Hebnes, Susanne",,"2017-05-12",,"Bakgrunnen for denne studien er en interesse for utviklinga av god seksualitetsundervisning i grunnskolen. Det arbeides politisk med å definere hva en slik undervisning skal innebære i norsk skole. Kunnskapsdepartementet har foreslått at det tverrfaglige temaet folkehelse og livsmestring bør romme undervisning i seksualitet, og Helse- og omsorgsdepartementet har utarbeida en strategi for seksuell helse der denne undervisninga er sentral. Helse- og omsorgsdepartementet benytter begrepet seksualitetsundervisning framfor seksualundervisning, et begrep som har konsensus i Europa. Denne studien søker innsikt i hvordan lærere opplever denne undervisninga i grunnskolen. Gjennom intervju av fire erfaringsrike lærere, løfter vi fram perspektiver vi mener kan bidra til større forståelse av feltet. Lærernes opplevelser belyser områder i teori og forskning som preger dagens diskurs. Temaet seksualitetsundervisning er komplekst, og må forstås i lys av kultur og kontekst. Det kan inneholde ulike emner avhengig av hvilken forståelse man har av begrepet. Våre funn viser at lærerne opplever at skolens styringsdokumenter mangler en tydelig intensjon og en tydelig ansvarsfordeling av de ulike emnene seksualitetsundervisninga kan bestå av. Dagens praksis legger opp til at lærerne selv må tolke innhold og systematikk, noe som fører til usikkerhet blant lærere i dette temaet.",,"Nå",,,"https://hdl.handle.net/10037/11541",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2017 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"Seksualitetsundervisning||Seksualundervisning||Seksualitet i skolen||Lærerrollen||Grunnskole||Lærer||Kultur||Barns seksualitet||Undervisning||Skolen||Seksualitet||Læreplanen||Begrepsforståelse||Intensjon||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Allmennpedagogikk: 281||VDP::Social science: 200::Education: 280::General education: 281||Sexuality||Seksualitetsopplæring||Seksualopplæring","Seksualitetsundervisning. «Gudene vet hva seksualundervisning egentlig er altså …»",,"Master thesis||Mastergradsoppgave",
"13081","10037/8169","Unhjem, Astrid||Nedberg, Audhild",,"Iversen, Marte Schjølset",,"2017-05-11",,"Bakgrunnen for studien er at minoritetsspråklige elever scorer lavere på leseferdigheter i tester som PISA og nasjonale prøver enn jevngamle majoritetsspråklige elever gjør (Lesesentret, 2013; Hvistendahl, 2009:76-77; Kjærnsli & Jensen, 2016:28). Det viser seg at undervisningen som er rettet mot de minoritetsspråklige elevene ofte er tilfeldig, og av varierende kvalitet (Alver, 2009:86; Hvistendahl, 2009:76). Målsettingen for denne studien har vært å undersøke hvordan det arbeides med lesing og leseforståelse i flerspråklig klasserom, med spesielt fokus på de minoritetsspråklige elevene. Studiens problemstilling er hvordan arbeider med leseforståelse lærerne med leseforståelse hos minoritetsspråklige elever i en flerspråklig klasse? For å undersøke dette har jeg intervjuet tre lærere, en kontaktlærer og to lærere som har særskilt norskopplæring for minoritetsspråklige elever. Funnene fra intervjuene er drøftet i lys av teori og relevant litteratur om tema. Et av de viktigste funnene i studien er at de minoritetsspråklige elevene ofte arbeider med individuelle arbeidsoppgaver i klasseromsundervisningen. Dette kan være uheldig for minoritetsspråklige elever fordi de ofte trenger noen å samhandle med for å lære språket. Samtidig kan denne smale tilnærmingen til tilpasset opplæring være nyttig for de minoritetsspråklige elevene fordi de da kan arbeide med oppgaver som er tilpasset deres læringsforutsetninger. Videre har jeg sett at lærerne tar i bruk ulike metoder får å arbeide med leseforståelse hos minoritetsspråklige elever, blant annet lesestrategier, høytlesing og muntlige samtaler med elevene. Et godt ordforråd er helt sentralt for leseforståelsen (Wagner, Strömqvist, & Uppstad, 2008:65; Alver & Selj, 2012:108). Noe som var en av grunnene til at lærerne som underviste de minoritetsspråklige elevene i særskilt norsk fokuserte på begrepsinnlæringen i undervisningen. Gjennom konkretisering ved hjelp av muntlig forklaringer og konkrete objekter arbeidet de med både hverdagsbegreper og fagbegreper. Får å til en reel inkludering av de minoritetsspråklige elevene i den ordinære klasseromsundervisningen har jeg sett at en bred tilnærming til tilpasset opplæring kanskje er mest hensiktsmessig. En slik tilnærming innebærer at de minoritetsspråklige elevene er mer inne i klasseromsundervisningen, og at lærerne samarbeider om å gi de minoritetsspråklige elevene best mulig opplæring.",,"Nå",,,"https://hdl.handle.net/10037/11542",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2017 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"Leseforståelse||Minoritetsspråklige elever||Lesing som grunnleggende ferdighet||Begrepsforståelse||Tilpasset opplæring||Ordforråd||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Allmennpedagogikk: 281||Inkludering||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283||VDP::Social science: 200::Education: 280::Subject didactics: 283||VDP::Social science: 200::Education: 280::General education: 281","Leseforståelse i et flerspråklig klasserom. Arbeid med leseforståelse hos minoritetsspråklige elever",,"Master thesis||Mastergradsoppgave",
"13083","10037/8169","Unhjem, Astrid",,"Christensen, Camilla",,"2017-05-15",,"Overgang barnehage-skole kan for mange barn være en svært sårbar prosess som kan være både skremmende og vanskelig. De siste årene har overgangen blitt et større tema for staten da de har sett viktigheten av å ha gode rutiner på dette feltet. Omfattende forskning har blitt gjennomført og det har blitt skrevet rapporter for å gi innblikk i hvordan prosessen foregår i praksis. I disse rapportene er det et stort fokus på institusjonenes perspektiv. Dette vekket min interesse for barnas perspektiv, og ikke minst hvordan deres behov kan ivaretas i overgangsarbeidet. Dette resulterte i denne problemstillingen:

Hvordan ivaretas barnas behov ved overgangen fra barnehagen til skolen for å skape best mulig forutsetninger for videre utvikling og læring?

For å kunne besvare denne problemstillingen har jeg gjennomført en kvalitativ studie med intervju som datainnsamlingsmetode. Utvalget har bestått av de partene jeg har forstått står barna nærmest i overgangen: en rektor, en lærer på 1. trinn, styrer, pedagogisk leder og en foresatt til et førskolebarn. I tillegg har jeg intervjuet to grupper på tre førskolebarn og tre førsteklassinger. Det som gjorde intervjumetoden attraktiv for min studie var ideen om å få innsyn i et fenomen gjennom partenes egen virkelighet. 

Det har kommet frem gjennom både teori, forskning og empiri at barn har behov for trygghet, medvirkning og kontinuitet i 6-årsalderen, og spesielt i overgangen. For å kunne ivareta barnas behov har det vist seg at samarbeid og sammenheng mellom de to institusjonene er svært viktig. I tillegg er det avgjørende for barnas opplevelse av overgangen å ha en god og likeverdig dialog med barnas foresatte.",,"Nå",,,"https://hdl.handle.net/10037/11544",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2017 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280||VDP::Social science: 200::Education: 280||Overgangen barnehage-skole||Overgangen fra barnehagen til skolen||Skolestart||Barns behov||Lærer 1-7||Grunnskolelærer||Profesjonsmaster||Profesjon||Behov||Første skoledag","""Det var litt rart å begynne på skolen, men nå som jeg liksom vet hvordan det er å gå på skolen så er det jo greit!"". En studie av hvordan barns behov ivaretas i overgangen fra barnehagen til skolen",,"Master thesis||Mastergradsoppgave",
"13086","10037/8169","Rønningsbakk, Lisbet",,"Angell, Lisa Arvida",,"2017-05-06",,"I denne masteroppgaven har jeg gjennomført en kvantitativ undersøkelse i form av en survey.  Jeg har undersøkt hvordan 110 foreldre oppfatter og bruker arbeidsplanen som elvene får fra skolen, og hva arbeidsplanene inneholder. For å finne svar på problemstillinga måtte jeg gå inn i teorien og undersøke hvor arbeidsplanene kom fra, hva som var intensjonen da de ble innført, og se dette i sammenheng med resultatene fra undersøkelsen. 
Jeg har funnet ut at arbeidsplaner brukes svært mye, og at foreldrene jevnt over er fornøyde og positive til både arbeidsplanen og skolen for øvrig. Men, funnene viser også at skolen sjelden avklarer med foreldrene hvilke forventinger som er knyttet til arbeidsplanen. Det er også sjelden foreldrene får komme med innspill. Det interessante er at foreldrene på sin side ikke synes å oppfatte dette som et savn – de synes det er helt ok.",,"Nå",,,"https://hdl.handle.net/10037/11545",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2017 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"Profesjonsfag||Arbeidsplan||Skole-hjem samarbeid||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Allmennpedagogikk: 281||VDP::Social science: 200::Education: 280::General education: 281","Helt OK. En kvantitativ studie av hvordan foreldrene oppfatter arbeidsplanen",,"Master thesis||Mastergradsoppgave",
"13084","10037/8169","Andreassen, Svein-Erik",,"Henriksen, Nina Mari||Hansen, Hege",,"2017-05-12",,"Målsetningen med denne studien er å bidra til økt kunnskap om elever med ekstraordinært læringspotensial. Vi har gjennomført en kvalitativ studie hvor vi undersøker hvordan en kan identifisere elevgruppen og tilpasse opplæringen etter deres behov. Vi har også sett på hvilke konsekvenser det kan føre med seg dersom dette ikke skjer. Elevgruppen kan være høyt presterende, men er ikke nødvendigvis det. Forskningsspørsmålene har vi undersøkt ved hjelp av metodene intervju, dokumentanalyse og observasjon. 
Noen sentrale funn fra studien er at en må anvende en kombinasjon av flere kilder for å identifisere elever med ekstraordinært læringspotensial. Dette kan være nomineringsskjema og vurdering av elevarbeid. Gode strategier for å tilpasse opplæringen for elevgruppen er berikelse og akselerasjon. Elevene bør bli utfordret og få muligheten til å jobbe i dybden av tema. Det gagner også elevene å arbeide med utgangspunkt i sine interesser. Et rikt og inkluderende læringsmiljø er av stor betydning for elevgruppen. Læringsmiljøet bør være preget av høye ambisjoner for elevene og en positiv holdning til alle elevers unikhet. Ved manglende identifisering og tilpasset opplæring kan elevene blant annet underprestere, droppe ut og oppleve sosial stigmatisering. Oppsummert er anerkjennelse av og kunnskap om elever med ekstraordinært læringspotensial avgjørende.",,"Nå",,,"https://hdl.handle.net/10037/11546",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2017 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Allmennpedagogikk: 281||VDP::Social science: 200::Education: 280::General education: 281","Elever med ekstraordinært læringspotensial. Hvem er de og hvordan tilpasse opplæringen for dem?",,"Master thesis||Mastergradsoppgave",
"13085","10037/8169","Steensen, Jette",,"Johannessen, Sigrid Elisabeth",,"2017-05-15",,"Bakgrunnen for denne studien er basert på lærernes oppgave til å ruste elevene til arbeids- og samfunnslivet. Dette er en av oppgavene som lærerne har ifølge den generelle delen i kunnskapsløftet. I forhold til dette, ser jeg det som hensiktsmessig å ta i bruk «et utvidet klasserom» for å kunne forankre kunnskapsløftet inn i opplæringen til elevene. Målet for denne studien har vært å finne ut av hvordan lærernes undervisningspraksis påvirkes av å arbeide med naturen som læringsressurs. Ved å gjennomføre en kvalitativ studie, har jeg innhentet datamateriale til studien. I analyseprosessen har jeg gjort rede for transkribering, koding og kategorisering. Ved å redegjøre for dette, viser jeg til vurdering av studiens kvalitet. Gjennom analysering og drøfting kombinert med relevant teori og forskning har jeg kommet frem til funnene, og svart på forskningsspørsmålet. Noen av studiens sentrale funn dreier seg om ulike faktorer som kan påvirke lærernes undervisningspraksis i arbeid med naturen som læringsressurs. Et av funnene som er spesielt viktig handler om at lærerne i sin undervisningspraksis blir påvirket av hva som stimulerer elevene til læring og utvikling. Lærernes oppfatning av hva som inngår i betydningen av naturen som læringsressurs, er også av høy aktualitet. Lærernes undervisningspraksis påvirkes i mindre grad av ulike praktiske aspekt.",,"Nå",,,"https://hdl.handle.net/10037/11547",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2017 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Allmennpedagogikk: 281||VDP::Social science: 200::Education: 280::General education: 281||Uteskole||Et utvidet klasserom","Et utvidet klasserom. En kvalitativ studie av naturen som læringsressurs",,"Master thesis||Mastergradsoppgave",
"13087","10037/8169","Lisbet, Rønningsbakk",,"Jensen, Ragnhild-Elise",,"2017-05-08",,"Jeg har gjennomført en casestudie der jeg har undersøkt hvordan en bestemt lærer ivaretar elevenes faglige forutsetninger i matematikk gjennom tilpasningene han gjør. I tillegg har jeg undersøkt hvilken oppfatning fem av elevene hans har til faget da jeg mente det var sannsynlig at elevene kom til å ha en positiv holdning dersom de opplevde gode tilpasninger.
Gjennom analysering og drøfting av observasjoner, intervjuer og til dels samtaler, har jeg svart på problemstillingen. Noen av de mest sentrale funnene er at denne læreren utøver det jeg mener er god klasseledelse. Læreren i denne studien bruker PowerPoint og Smart Board hver time, noe som gjør at mye av undervisningen foregår muntlig. Det ser også ut til at måten undervisningen er lagt opp, gjør at elevene får mye individuell tilbakemelding og veiledning. Alle elevene jeg intervjuet mente at matematikk er noe de selv opplever å få til, selv om enkelte ting er utfordrende. Det ser også ut til at alle elevene i denne studien har et positivt syn på matematikk.
Selv om det foregår mye bra i timene, er det likevel noen mangler i selve undervisningen. Gode tilpasninger krever at man jobber variert. Man må rett og slett ha flere kaniner i hatten for å sikre at undervisningen treffer alle elevene.",,"Nå",,,"https://hdl.handle.net/10037/11548",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2017 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Allmennpedagogikk: 281||VDP::Social science: 200::Education: 280::General education: 281||VDP::Social science: 200::Education: 280::Subject didactics: 283||VDP::Social science: 200::Education: 280::Other disciplines within education: 289||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Andre pedagogiske fag: 289","Man må ha flere kaniner i hatten! En lærers måte å tilpasse matematikkundervisningen på",,"Master thesis||Mastergradsoppgave",
"13089","10037/8169","Unhjem, Astrid",,"Johansen, Marius Aleksander",,"2017-05-15",,"I denne oppgaven tar jeg utgangspunkt i følgende problemstilling: Hvordan tar lærere i bruk resultatene fra nasjonale prøver i lesing? Studien fokuserer på Fjellbekken skole og hvordan noen av lærerne på denne skolen arbeider med resultatene fra nasjonale prøver. Oppgaven ligger innenfor en fenomenologisk tilnærming, der jeg ser på læreres handlinger og deres erfaringer. Jeg gjennomførte et kvalitativt forskningsintervju med tre informanter fra Fjellbekken skole som hadde utført nasjonale prøver i lesing på 5.trinn, enten i år eller tidligere. Jeg har redegjort for bakgrunnen og formålet til de nasjonale prøvene. De nasjonale prøvene er en form for vurdering, derfor har jeg redegjort for teori omkring vurdering, ulike vurderingssyn og sammenhengen mellom vurdering og motivasjon. I tillegg har jeg skrevet om grunnleggende ferdigheter i lesing, siden det er denne ferdigheten de nasjonale prøvene i lesing skal vurdere. Jeg har drøftet mine funn opp mot denne teoretiske bakgrunnen når jeg svarer på min problemstilling. Resultatene mine viser at lærere tar i bruk resultatene fra de nasjonale prøvene i lesing med det formålet at det skal føre til vurdering for læring og at disse kommer i etterkant av prøven.",,"Nå",,,"https://hdl.handle.net/10037/11550",,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2017 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3901",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Allmennpedagogikk: 281||VDP::Social science: 200::Education: 280::General education: 281||nasjonale prøver||lesing||vurdering","Nasjonale prøver i lesing. Hvordan tar lærerne resultatene i bruk?",,"Master thesis||Mastergradsoppgave",
