id,collection,dc.contributor.advisor,dc.contributor.advisor[],dc.contributor.advisor[en_US],dc.contributor.author,dc.contributor.author[],dc.contributor.author[en_US],dc.contributor.submitteremail[],dc.date.issued,dc.date.issued[en],dc.description.abstract[en_US],dc.description.argument[en_US],dc.description.publishchoice[],dc.description.publishchoice[en_US],dc.description[en_US],dc.identifier.nb-fulltext,dc.identifier.nb-urn,dc.identifier.uri,dc.identifier.uri[],dc.identifier.urn,dc.language.iso[en_US],dc.publisher[en],dc.publisher[en_US],dc.publisher[no],dc.rights.accessRights,dc.rights.accessRights[en_US],dc.rights.holder,dc.rights.holder[],dc.rights.uri[en_US],dc.rights[en_US],dc.subject.courseID[],dc.subject.courseID[en_US],dc.subject[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en],dc.type[en_US],dc.type[no]
"31655","10037/8170",,"Haavold, Per Øystein||Wang, Oskar Jensen",,,"Engebakken, Paul Andreas||Johnsen, Marcus Wilhelm",,,,"2022-05-16","I vår mastergradsavhandling har vi undersøkt hvordan barneskoleelever oppnår innsikt i arbeid 
med problemløsningsoppgaver. Tidligere forskning viser at innsikt er en viktig del av 
problemløsningsprosessen, men at det ikke forkommer tydelig hvor og når innsikt oppstår i 
forhold til problemløsningsmodellene (Haavold & Sriraman, 2021). Dette var noe vi fant 
interessant og som vi har til hensikt å undersøke nærmere. På bakgrunn av dette kom vi frem 
til følgende problemstilling: «Hvordan oppnår høytpresterende barneskoleelever innsikt i møte 
med tre problemløsningsoppgaver med én, ingen og flere riktige løsninger?»
For å besvare denne problemstillingen har vi utarbeidet fire forskningsspørsmål:
1) Når i problemløsingsprosessen oppstår innsikt? 2) Hva skjer like før innsikt oppstår? 3) 
Hvilken type innsikt oppnår elevene? 4) Hva er mulige årsaker til at innsikt oppstår?
For å besvare dette har vi gjennomført oppgavebaserte intervjuer med 12 elever på en 
barneskole. Her fikk elevene tre problemløsningsoppgaver med én, ingen og flere løsninger. 
Intervjuene ga oss innblikk i elevenes løsningsprosess og tanker de gjorde seg i arbeid med 
disse oppgavene. Disse intervjuene ble transkribert, analysert med kvalitativ innholdsanalyse, 
og funnene diskuterer vi i sammenheng med relevant teori og tidligere forskning.
Funnene fra denne avhandlingen viser at innsikt kan oppstå på to ulike måter. Enten plutselig 
og ubevisst etter man har stått fast med en oppgave, eller gjennom gradvis og systematisk 
arbeid. Disse to innsiktskategoriene har vi funnet at oftest forekommer i midten eller slutten av 
oppgaveløsingen. Angående hva som skjer like før innsikt, viser funnene at det var faktoren
hint som oftest forekom før oppnåelse av innsikt. Det ble også avdekket andre faktorer før 
oppnåelsen av innsikt, slik som prøving og feiling, streving med lite produktive strategier og
oppløsning av misforståelser. Undersøkelsene av hvilken type innsikt elevene oppnådde viser 
at plutselig innsikt forekom omtrent dobbelt så ofte som gradvis innsikt. Dette mener vi kan 
skyldes grad av åpenhet, struktur og antall løsninger i oppgavene. Vi har avdekket seks mulige 
årsaker til at innsikt oppsto. Disse var: hint, gradvis og systematisk arbeid, oppløsning av 
misforståelsen, oppdagelse av små detaljer, få en plutselig uforventet idé og strategioverføring.",,"Nå",,,,,"https://hdl.handle.net/10037/28347",,,"nob","UiT The Arctic University of Norway",,"UiT Norges arktiske universitet",,,,"Copyright 2022 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3903",,"problemløsning||innsikt",,"Noen ganger ser man bare et tall og skjønner hele oppgaven","Master thesis",,"Mastergradsoppgave"
"18012","10037/8170","Brox Larsen, Annelise",,,"Sætrum, Marius Brasøy",,,,"2019-05-15",,"Sammendrag

Denne studien undersøkte hvordan elever responderte til å lese en bok på engelsk mens de hørte på lydboken samtidig. Gjennom diskusjoner og opphetede debatter, var elevene veldig begeistret for boken. Men, det er mulig at det var mer boken enn lydboken som førte til at elevene var så engasjerte. Forskingsspørsmålene er som følger: Vil bruken av lydbøker mens man leser ha en positiv effekt på elevenes lesevaner? Vil lydbøker hjelpe elever til å få mer nytelse ut av deres leseopplevelse, noe som fører til høyere motivasjon for å fortsette å lese.

For å svare på forskningsspørsmålet har jeg brukt et kvalitativt spørreskjema, notater og intervjue. Intervjuene var basert på den data som jeg samlet fra spørreskjemaet og mine notater. Informantene var bevist valgt ved at alle var elever som tok engelsk fordypning ved deres skole. Dette var en skole hvor jeg arbeidet som lærer, så jeg kjente mine informanter før prosjektet startet. 

Resultatene indikerer at svakere elever får mer ut av å bruke lydbøker en de sterkere elevene. De sterkeste elevene følte at det å måtte lese sammen med lydboken fikk det til å gå for sakte, å ødela deres leseopplevelse. Klassen som en helhet likte å diskutere boken, men det er uvisst om det kan linkes til bruken av lydbøker.",,,"Senere",,,,"https://hdl.handle.net/10037/15712",,,"eng",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3902",,"lydbøker||VDP::Humanities: 000::Linguistics: 010::English language: 020||VDP::Humaniora: 000::Språkvitenskapelige fag: 010::Engelsk språk: 020||VDP::Social science: 200::Education: 280::Subject didactics: 283||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283",,"Audiobooks to improve reading enjoyment",,"Master thesis||Mastergradsoppgave",
"31656","10037/8170",,"Wang, Oskar Jensen||Haavold, Per Øystein",,,"Kvikstad, Ole Martin||Johansen, Fredrik Solberg",,,,"2022-05-16","Utforskende undervisning blir stadig mer aktuelt i skolen, og en finner elementer fra nettopp dette i LK-20. Problemgenerering kan i mange tilfeller være en stor del av den utforskende undervisningen, og i flere tilfeller selve grunnstenen. Studien er gjennomført på to byskoler, med totalt 25 deltakere. For å måle elevene innenfor problemgenerering har vi brukt en kreativitetsskala, da kreativitet i matematikk ofte kan sees i sammenheng med høyt prestasjonsnivå. For å se nærmere på tematikken har vi forsøkt å svare på følgende problemstilling og forskningsspørsmål. 1) I hvilken grad skårer elever på kategoriene fleksibilitet, flyt og originalitet, når de får presentert et eksempel i en oppgave? 2) I hvilken grad skårer elever med høy måloppnåelse i matematikk i kategoriene flyt, fleksibilitet og originalitet, sammenliknet med middels og lav måloppnåelse når de får presentert et eksempel? 3) I hvilken grad skårer elever med høy måloppnåelse i matematikk i kategoriene flyt, fleksibilitet og originalitet, sammenliknet med middels og lav måloppnåelse når de ikke får presentert et eksempel?  For å svare på overnevnte spørsmål har vi brukt kvantitativ metode, nærmere spesifisert eksperiment med kontroll og eksperimentgruppe med post-test. Fra testene kunne man se klare forskjeller på kontroll og eksperimentgruppene, i favør eksperimentgruppen. Både måloppnåelse og bruk av eksempel virker til å ha en positiv effekt.",,"Nå",,,,,"https://hdl.handle.net/10037/28348",,,"nob","UiT The Arctic University of Norway",,"UiT Norges arktiske universitet",,,,"Copyright 2022 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3903",,"VDP::Matematikk og Naturvitenskap: 400::Matematikk: 410||VDP::Mathematics and natural science: 400::Mathematics: 410||Utforskende undervisning||Problemgenerering||Kreativitet",,"Eksemplifisere for å briljere","Master thesis",,"Mastergradsoppgave"
"33826","10037/8170","Thorvaldsen, Steinar",,,"Larsen, Johanne||Bremnes, Henrik",,,,"2023-05-11",,"Med innføring av fagfornyelsen i 2020 ved introduksjon til læreplan LK20, har lærere i landet 
måttet tilpasset undervisningen til de nye kompetansemålene læreplanen introduserte. Videre 
har læreplan introdusert kjerneelementer til hvert enkelt fag – det mest betydningsfulle 
innholdet som eleven skal lære for å kunne mestre å anvende faget. I matematikkfaget 
innebærer disse kjerneelementene utforsking og problemløsning, modellering og anvendelser, 
resonnering og argumentasjon, representasjon og kommunikasjon, abstraksjon og 
generalisering og matematiske kunnskapsområder. Gjennom vårt studieløp har vi fått mye 
kunnskap om utforsking i matematikk, samtidig som det har virket relativt fraværende under 
tidligere praksisperioder. Dette vekket vår interesse; hva har nyutdannede og erfarne lærere 
lært om undersøkende tilnærming til matematikk undervisning, bruker de det i sin egen 
undervisning, og hva er deres tanker om tilnærmingen? Vi har dermed valgt å ta utgangspunkt 
i en kvalitativ forskning i form av intervju med seks lærere på ungdomstrinnet, hvor tre av 
lærerne er erfarne og tre av lærerne er nyutdannet, i et forsøk på å svare: 
Hvilke faglige og pedagogiske perspektiver har nyutdannede og erfarne lærere når det 
gjelder utforskende arbeid i matematikkundervisning på ungdomstrinnet?
Det vi undersøker gjennom denne studien er til hvilken grad lærere ble eksponert til 
undersøkende tilnærming til undervisning gjennom utdanning, til hvilken grad de bruker det 
selv i dag, og generelt deres tanker omkring bruk av undersøkende undervisning i 
matematikk. Vi har valgt å ta utgangspunkt i en fenomenologisk studie – hvor målet er å se 
læreres perspektiver som vi videre har analysert og tolket, og diskutert opp mot relevant teori. 
Gjennom funn fra denne studien, viser alle deltakere en positiv holdning til undersøkende 
undervisning. Videre viser studiet at blant de nyutdannede, hvor fagfornyelse ble innført mot 
slutten av deres studieløp, ble de i liten grad eksponert til undersøkende undervisning. Blant 
de erfarne lærerne, ble de kun eksponert i veldig liten grad, eller ikke i det hele tatt, til 
undersøkende undervisning gjennom utdanning. Samtidig, viser studiet at de erfarne lærerne 
bruker undersøkende undervisning i større grad enn de nyutdannede lærerne. Samtidig som 
lærerne ser mange styrker, opplever de også mange utfordringer med bruk av undersøkende 
undervisning, som diskuteres videre gjennom studien.",,,"Nå",,,,"https://hdl.handle.net/10037/30453",,,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess",,"Copyright 2023 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3913",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280||VDP::Social science: 200::Education: 280||Undersøkende undervisning||Tradisjonell undervisning||Erfarne lærere||Nyutdannede lærere||Relasjonell forståelse||Instrumentell forståelse||Dybdelæring||Overflatelæring||Kunnskapskvartetten||Profesjonell utvikling",,"Utforskende undervisning i matematikk. En kvalitativ studie med nyutdannede og erfarne ungdomsskolelærere i Finnmark",,"Master thesis||Mastergradsoppgave",
"20843","10037/8170","Hole, Arne",,,"Skoglund, Julie-Kathrine||Nerdal, Trine-Lise",,,,"2018-05-12",,"Den matematiske samtalen i tradisjonelle og virtuelle klasserom er en kvalitativ studie hvor vi ser på lærernes bruk av samtaletrekk som redskap for å skape ei aktiv tilnærming til matematikkfaget i de to ulike klasseromsformene. 

Det teoretiske fundamentet for studien og datainnsamlingen tar utgangspunkt i Chapin et al. (2009) sine samtaletrekk (gjenta, repetere, resonnere, tilføye, vente, snu og snakk og endre) som kan være redskap for å støtte klasseromsdiskusjoner. Videre bruker vi Kilpatrick et al. (2001) sin matematiske kyndighetsmodell. Oppgaven har også fokus på hvordan elevenes tankesett har innvirkning på deres motivasjon, læring og prestasjoner gjennom Dweck (2006) og Boaler (2016) sine teorier. For å besvare problemstillingen og forskningsspørsmålene har vi brukt en case-studie som design, med observasjon og intervju som metode for datainnsamlingen. Vi gjennomførte ni observasjoner av åtte lærere. Av disse ble seks lærere intervjuet i etterkant av observasjonsøkta. 

Analysen av funnene våre viste at samtaletrekk som gjennomgående blir brukt likt i begge klasseromsformene er å gjenta og å resonnere. Studien avdekket at lærerne i liten grad legger opp undervisninga slik at elevene får mulighet til å resonnere. Vi fant også noen strukturelle forskjeller i lærernes bruk av samtaletrekk i de to klasseromsformene. Noen av de strukturelle forskjellene er knyttet til muligheter og begrensninger som ligger i det å undervise i virtuelle klasserom. Å vente og å endre brukes i større grad i det virtuelle klasserommet framfor det tradisjonelle. Dette kan komme som en naturlig del av det å undervise i virtuelle klasserom. Det er derimot enklere og mer naturlig å legge til rette for å praktisere samtaletrekket snu og snakk i det tradisjonelle klasserommet. Selv om programvaren som benyttes til det virtuelle klasserommet legger til rette for at elevene kan samarbeide i par eller små grupper, er det for teknisk krevende å benytte verktøyet i programvaren fullt ut.

Funnene i studien vår viser at det er ikke klasseromsformen som er avgjørende for om elevene utvikler matematisk kompetanse eller ikke. Alt avhenger av lærerens villighet, bevissthet og kompetanse til å bruke verktøy og redskaper som støtter produktive klasseromsdiskusjoner.",,,"Senere",,,,"https://hdl.handle.net/10037/18262",,,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2018 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/3.0","Attribution-NonCommercial-ShareAlike 3.0 Unported (CC BY-NC-SA 3.0)","LRU-3903",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283||VDP::Social science: 200::Education: 280::Subject didactics: 283||Matematisk samtale||Tradisjonelle og virtuelle klasserom||Virtuelle klasserom||Samtaletrekk||Matematisk tankesett||Tankesett||Elevenes tankesett||Tenkende klasserom||Aktiv tilnærming||Sosiomatematiske normer||Samtaletrekk som redskap||Boaler||Chapin, Conner og Anderson||Kazemi og Hintz||Smith og Stein||Læringspartner",,"Den matematiske samtalen i tradisjonelle og virtuelle klasserom. En sammenligning av lærernes kommunikasjon i de to klasserommene",,"Master thesis||Mastergradsoppgave",
"17960","10037/8170","Haavold, Per Øystein",,,"Stenberg, Eirin Utsigt",,,,"2019-05-15",,"I mitt mastergradsprosjekt har jeg sammenliknet undervisningsformene direkte instruksjon og undersøkende undervisning, som ofte anses som to motsetninger. Studien hadde et mixed methods design, hvor jeg la størst vekt på den kvantitative delen. Den kvantitative undersøkelsen bestod av en førtest, et toukers undervisningsopplegg i likninger og en ettertest. Den kvalitative undersøkelsen innebar å undersøke hvordan elevene opplevde undervisningen og kartlegging av ikke-faglige aspekter. Den kvantitative undersøkelsen fremviste signifikante forskjeller (p=0,045) med moderat effekt (0,51 d) mellom de to gruppenes endring av likningskompetanse, i favør til den undersøkende gruppen. Dette indikerer at undersøkende undervisning kan påvirke elevers læring i emnet likninger i større grad enn direkte instruksjon. De kvalitative undersøkelsene indikerer at den undersøkende gruppen sammenliknet med den direkte gruppen hadde en mer positiv opplevelse av undervisningen og et mer positivt syn på matematikk. Funnene indikerer likeledes at den direkte gruppen sammenliknet med den undersøkende gruppen hadde en mer negativ opplevelse av undervisningen og et mer negativt syn på matematikk. Det var imidlertid vanskelig å si hvorvidt elevenes syn på matematikk hadde endret seg i løpet av studien, men det kan ha blitt forsterket. Funnene indikerer følgelig en sammenheng innad i hver av gruppene mellom opplevelse av undervisningen i studien og syn på matematikk. Sett i lys av resultatet på t-testen fremstår det videre som at det finnes en forbindelse mellom disse (syn og opplevelse) og forskjellene mellom gruppenes endringsskår målt via t-testen. På denne måten kan undervisningsformene påvirke elevers læring i emnet likninger, og dersom undervisningsformene vedvarer kan de potensielt påvirke fremtidig læring. Generelt utgjorde ikke-faglige aspektene en svak alternativ forklaring på elevers læring i emnet likninger, men at terminkarakter i matematikk kan ha hatt en effekt. De kvantitative og kvalitative funnene indikerer samlet at undervisningsform påvirket elevers læring i emnet likninger ved å gi ulike muligheter for å lære. I praksis medfører dette at lærere bør ha et bevisst forhold til undervisningsform.",,,"Nå",,,,"https://hdl.handle.net/10037/15668",,,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3903",,"Undersøkende undervisning||Komparativ studie||Direkte instruksjon||Kvasieksperimentell forskningsstrategi||Mixed methods||Mulighet for å lære||Signifikante forskjeller||Likninger||Undervisning||Læring||Matematikk||Matematikkdidaktikk||VDP::Social science: 200::Education: 280::Subject didactics: 283||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283",,"En komparativ studie av direkte instruksjon og undersøkende undervisning. En kvasieksperimentell studie om elevers læring i emnet likninger.",,"Master thesis||Mastergradsoppgave",
"17961","10037/8170","Killie, Kristin||Samuelsen, Christian",,,"Granås, Kristian",,,,"2019-05-14",,"In this thesis I have investigated the following research question:
How and to what extent do a selection of English teachers differentiate their instruction according to their students’ needs, and which factors affect their ability to do so? This study investigates how a sample of English teachers differentiate instruction through content, product, process, and affect/environment according to the students’ readiness, interests and learning profile. Further, the study explores the different factors that affect the teachers’ ability to differentiate instruction.
To answer my research question, I have collected data using a qualitative approach where I conducted interviews with three English teachers. The data were analysed according to Tomlinson’s (2017) framework for differentiated instruction, which illustrates differentiated instruction as differentiation of content, process, product, and affect/environment according to the students’ readiness, interests, and learning profile.  
My findings indicate that the participants differentiate to some extent, mostly through content and process. Moreover, the findings show that all participants emphasise the importance of differentiating instruction according to the students’ needs. Apparently, the factors that affect the participants’ ability to differentiate instruction are aspects of their own working conditions, competence concerning how to differentiate instruction, the students’ knowledge gap, and limited resources.",,,"Nå",,,,"https://hdl.handle.net/10037/15669",,,"eng",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3902",,"English||Differentiated Instruction||Second Language||Differentiation||Teachers' approaches to differentiated instruction||VDP::Social science: 200::Education: 280::Subject didactics: 283||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283",,"Differentiated Instruction in the English Subject. A qualitative study of teachers’ approaches to differentiated instruction and the factors that affect their ability to differentiate",,"Master thesis||Mastergradsoppgave",
"17962","10037/8170","Folkenborg, Håkon Rune",,,"Lilleberg, Karoline",,,,"2019-05-13",,"I denne studien har jeg undersøkt digitale ferdigheter som grunnleggende ferdighet i samfunnsfag og undersøkelsen hadde som hensikt å bidra til forståelse av ferdigheten i faget. Studien har en kvalitativ tilnærming og gjennom dokumentanalyse av samfunnsfaglige læreplaner og intervju av lærere i samfunnsfag hadde jeg som mål å svare på følgende problemstilling: «Hvordan har tematikken digitale ferdigheter vokst fram i samfunnsfaglige læreplaner, og hvilke forestillinger har et utvalg lærere om dette begrepet?». For å svare på problemstillingen ble det også utformet to forskningsspørsmål, med hensikt i å konkretisere tematikken. Disse var: «Hvordan har begrepsutviklingen fram til «digitale ferdigheter» foregått?» og «På hvilken måte har når en tok sin lærerutdanning noe å si for læreres forestillinger om digitale ferdigheter?». 

Gjennom læreplananalyse har jeg aktivt lett etter «røttene» til digitale ferdigheter, helt fra Mønsterplan for grunnskolen fra 1987 til i dag, medregnet Fagfornyelsen. For å presisere mitt fokus når det gjaldt læreplananalyse ble Goodlads (1979) fem læreplannivå gjort rede for. Gjennom analysearbeidet var fokuset særlig rettet mot utviklingen av begrepet. Jeg kunne se en klar utvikling som i grove trekk omhandlet endring fra edb til IT etterfulgt av IKT og digitale ferdigheter. I tillegg til begrepsutvikling var også omfanget og vektleggingen av «digitale ferdigheter» i fokus. Analysen viser tydelig endring ved disse aspektene i læreplanene. 

Intervju av lærere som underviser i og hadde erfaring med å undervise i samfunnsfag var hovedkilden til empiri for undersøkelsen. Forskningens funn fra intervju av informantene baserer seg på følgende kategorier: Utvalgets forståelse av digitale ferdigheter, muligheter og utfordringer, utvalgets tanker til Fagfornyelsen samt lærerrollen og utvalgets digitale kompetanse. Informantene for undersøkelsen hadde alle god erfaring med digitale ferdigheter, noe som kom tydelig frem i presentasjon og drøfting av funn. Utvalget for undersøkelsen hadde en viss bredde og på bakgrunn av dette fant jeg ut at informantene som tok sin utdanning på 90-tallet i stor grad måtte tilegne seg og utvikle sin kunnskap tilknyttet digitale ferdigheter på egenhånd, til sammenligning med de som tok sin utdanning etter 2010. På tross av dette var det likevel stor enighet blant informantene ved flere aspekt vedrørende digitale ferdigheter i samfunnsfag og tilhørende kategoriene nevnt over.",,,"Nå",,,,"https://hdl.handle.net/10037/15670",,,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3905",,"Digitale ferdigheter||Samfunnsfag||Digitale verktøy||VDP::Social science: 200::Education: 280::Subject didactics: 283||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283",,"Digitale ferdigheter som grunnleggende ferdighet i samfunnsfag. En kvalitativ studie om læreres forståelse av digitale ferdigheter og begrepets utvikling i samfunnsfaglige læreplaner",,"Master thesis||Mastergradsoppgave",
"33828","10037/8170",,"Karlsen, Silje Solheim",,,"Kristensen, Emilie||Vuolab, Connie",,,,"2023-05-10","I denne masteroppgaven har vi tatt for oss temaet estetiske arbeidsformer. Bakgrunnen for studien er forskning som forteller at dette har mye å bidra med i klasserommet, da det kan engasjere og motivere elevene til faglig innsats i større grad enn hva tradisjonelle undervisningsmetoder klarer. I tillegg har vi gjennom praksis fått en oppfatning av at mange elever synes norskfaget er kjedelig. Resultatene fra Elevundersøkelsen (2022) og en studie Blikstad-Balas og Roe (2020) har gjort viser at elevene trives på skolen, men er lite motiverte til faglig innsats. Elevene etterspør mer varierte undervisningsmetoder, og dette gjelder særlig i teorifagene. Med dette som utgangspunkt ønsket vi å undersøke problemstillingen: «Hvordan lærere bruker estetiske arbeidsmetoder i norskundervisningen». I tillegg har vi hatt tre forskningsspørsmål, som hjelp i å svare på problemstillingen og belyse vår hypotese om elevenes negative holdninger til norskfaget. Disse er: «Hva legger lærer i begrepet estetiske arbeidsmetoder?», «Hvordan opplever lærer elevenes holdninger til norskfaget?» og «Hvordan opplever lærer at lærer-i-rolle engasjerer i norskundervisningen?». 
Masterprosjektet er en kasusstudie der datamaterialet er samlet inn gjennom å observere fire norskundervisninger, og intervjue tre lærere i etterkant med lydopptak. Vi har gjennom analyse av datamaterialet i hovedsak kommet frem til at lærerne har et repertoar av estetiske arbeidsmetoder som de legger opp til i undervisningen, men ikke nødvendigvis på grunn av at elevene skal arbeide estetisk. De estetiske arbeidsmetodene brukes som innslag av variasjon i undervisning, med hensikt å fenge elevene og til å motivere dem til faglig innsats. Vi forstår ut fra dette at lærerne mangler kompetanse på hva begrepet estetiske arbeidsmetoder handler om, og hvor viktig det er at den estetiske opplevelsen blir vektlagt.",,"Nå",,,,,"https://hdl.handle.net/10037/30334",,,"nob","UiT The Arctic University of Norway",,"UiT Norges arktiske universitet",,,,"Copyright 2023 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3911",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283||VDP::Social science: 200::Education: 280::Subject didactics: 283",,"Læreren som ble koko - En kvalitativ studie av hvordan et utvalg norsklærere bruker estetiske arbeidsmetoder i undervisningen","Master thesis",,"Mastergradsoppgave"
"17963","10037/8170","Bartnæs, Morten",,,"Solvang, Line Birgitte",,,,"2019-05-15",,"I denne mastergradsoppgaven undersøkes følgende problemstilling: På hvilke måter kan norsklærerens underveisvurderinger fremme elevenes skrivekompetanse? Formålet med prosjektet har vært å undersøke norsklæreres erfaringer med formative vurderinger på elevers tekster, og hvilke erfaringer lærerne har med elevenes utvikling av metaspråklig kompetanse. Casestudien tar utgangspunkt i empiri gjennom en miks av intervju og innsamling av lærerkommentarer på elevtekster. Kombinasjonen av metodene førte til et større perspektiv av utfordringer norsklærerne møtte på i formative vurderingssituasjoner da lærerkommentarene i elevtekstene og elevtekstene i seg selv avslørte flere av momentene lærerne reflekterte rundt i intervjuene. 

Resultatet av undersøkelsen viser at lærerne opplever flere utfordringer knyttet til underveisvurderinger. For at lærerens skriftlige kommentarer skal fremme den enkelte elevs skrivekompetanse må læreren ha kunnskap om og relasjon til eleven for å vite hvilken tilbakemelding eleven har behov for underveis i skriveprosessen. Studien viser også at høytpresterende elever er utfordrende å gi fremovermeldinger av konstruktiv art. Norsklærernes refleksjoner i intervjuene viser også at modellerende skriveopplæring er essensiell i elevens utvikling av metaspråklig kompetanse og dermed også et viktig ledd i utviklingen av elevens skrivekompetanse. Lærerkommentarene i elevenes tekstutkast viser at eleven har behov for å kunne besitte en metaspråklig kompetanse for å kunne nyttiggjøre seg av kommentarene, og dermed er det også viktig å drive innlæring av metaspråk i skriveundervisningen.",,,"Nå",,,,"https://hdl.handle.net/10037/15671",,,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess","Copyright 2019 The Author(s)",,"https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3904",,"Norskdidaktikk||Norsk||Vurdering for læring||Formativ vurdering||Skriveopplæring||Prosessorientert skriving||Skrivefaser||Formative assessment||Skriveaksjon||Feedback||Funksjonell respons||Metaspråk||Kasusstudie||Underveisvurdering||Skriftlig underveisvurdering||Elevrespons||Feed forward||Tilbakemelding||VDP::Social science: 200::Education: 280::Subject didactics: 283||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283",,"På hvilke måter kan norsklærernes underveisvurderinger fremme elevenes skrivekompetanse? En kvalitativ kasusstudie om underveisvurderingens kraft.",,"Master thesis||Mastergradsoppgave",
