id,collection,dc.contributor.advisor,dc.contributor.author,dc.contributor.author[],dc.date.issued,dc.description.abstract[en_US],dc.description.version[en_US],dc.identifier.uri,dc.language.iso[en_US],dc.publisher[en_US],dc.source.pagenumber[en_US],dc.subject.nsi[en_US],dc.subject[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en_US]
"02373ea5-b76b-4503-a4ac-7004a53e7ab9","10642/6822","Türken, Salman","Moe, Johannes",,"2023","Denne masteroppgaven har som formål å undersøke hvilke egenskaper og kvaliteter uteskole kan tilføre for elever med utfordrende atferd. Følgende problemstillingen ble formulert for denne oppgaven: «Hvilke muligheter opplever lærere i praktiseringen av uteskole for elever med utfordrende atferd?». Til sammen ble tre forskningsspørsmål utformet for å kunne besvare problemstillingen: 1) «Hvordan forstår lærere elever med utfordrende atferd?» 2) Hvilke egenskaper med uteskole verdsetter lærere i sin praktisering?» 3) Hvordan opplever lærere elever med utfordrende atferd under uteskole?». Datainnsamlingen ble utført gjennom semistrukturerte forskningsintervju av til sammen fire praktiserende lærere på ungdomstrinnet. Utvalget besto to lærere fra ordinære skoler, en fra spesialskole og en som er lærer på en alternativ opplæringsarena. I intervjuene reflekterte informantene rundt deres forståelse av elever med utfordrende atferd, i form deres subjektive erfaringer om hvilken type atferd som utfordrer og hva som forårsaker dette. De gjorde også rede for deres forhold til uteskole, og hvordan de opplever elever med utfordrende atferd under uteskole. Hovedfunnene i denne studien rundt lærernes forståelser av utfordrende atferd, viser at lærerne opplever ulike typer atferd som mest utfordrende. To av lærerne viser til en oppfattelse av at utfordrende atferd oppstår på bakgrunn av rammene som klasseromsundervisning har i form av ensformige læringsaktiviteter. Informantene delte perspektivet om at utfordrende atferd oppstår som en reaksjon på konteksten eleven befinner seg i. Samtidig er det elevene som bryter med forventningene og krav som læreren har, som oppfattes som mest utfordrende. Samlet viser funnene i denne studien at lærerne opplever at uteskole kan tilføre muligheter for; relasjonsdannelse, atferdsregulering og sosial læring. Dette oppstår på bakgrunn av uteskolens egenskaper, i form av friere rammer som tilrettelegger for kommunikasjon og sosialt samspill. Mulighetene som informantene fremhever uteskole kan tilføre, viste seg å gjelde først og fremst elever med eksternaliserende atferd.


The purpose of this master's thesis is to investigate which characteristics and qualities outdoor schools can add to pupils with challenging behaviour. The following problem was formulated for this assignment: ""What opportunities do teachers experience in the practice of outdoor school for pupils with challenging behaviour?"". Altogether, three research questions were designed to be able to answer the problem: 1) ""How do teachers understand pupils with challenging behaviour?"" 2) Which characteristics of outdoor schools do teachers value in their practice?"" 3) How do teachers experience pupils with challenging behaviour during outdoor school?"". The data collection was carried out through semi-structured research interviews with a total of four practicing teachers at secondary schools. The committee consisted of two teachers from ordinary schools, one from a special school and one who is a teacher at an alternative school. In the interviews, the informants reflected on their understanding of pupils with challenging behaviour, in the form of their subjective experiences of what type of behaviour is challenging and what may causes this. They also gave an account of their relationship with outdoor education, and how they experience students with challenging behaviour during an outdoor education setting. The main findings in this study regarding the teachers' understanding of challenging behaviour, show that the teachers experience different types of behaviour as the most challenging. Two of the teachers refer to a perception that challenging behaviour arises because of the background of the framework, that classroom teaching has in the form of monotonous learning activities. The informants shared the perspective that challenging behaviour occurs as a reaction to the context the student finds himself in. At the same time, it is the students who violate the expectations and demands of the teacher, who are perceived as the most challenging. Overall, the findings in this study show that the teachers feel that outdoor school can add opportunities regardig; relations, behaviour regulation and social learning. This arises on the basis of the outdoor school's characteristics, in the form of a more open framework that facilitates communication and social interaction. The results in the form of benefits, is more regarding students with externalizing behaviour","publishedVersion","https://hdl.handle.net/11250/3096712","nob","Oslomet - storbyuniversitetet",,,,"The Possibilities in Practicing Outdoor Education for  Students with Challenging Behaviour","Mulighetene bak praktisering av uteskole for elever med utfordrende atferd","Master thesis"
"04a433e5-b682-4124-b197-1a4293dbd185","10642/6822","Varkøy, Øivind","Hansen, Lasse Stedjeberg",,"2022","Dette er en filosofisk-teoretisk oppgave som tar sikte på å presentere og diskutere noen ulike muligheter og utfordringer knyttet til fenomenet kunst i musikkundervisningen i grunnskolen. Ved å foreta en hermeneutisk teksttolkning av noen utvalgte musikk- og kunstfilosofiske tekster av Martin Heidegger og Theodor W. Adorno og en gjennomgang av hvordan fenomenet kunst skisseres i læreplanen i musikkfaget (LK20), forsøker jeg å presentere noen ulike tilnærminger til å tenke om fenomenet kunst i musikkundervisningen. Hensikten med dette er å legge til rette for og undersøke noen forutsetninger for videre didaktiske refleksjoner. Kunstfenomenet er svært mangefasettert og det er noe som for mange oppleves som veldig individuelt og personlig. I tenkningen til Heidegger og Adorno kan man finne en dyp innsikt i verdien til kunsten, i tillegg til blant annet ulike forutsetninger for estetiske erfaringer som kan være viktige hvis en skal legge til rette for slike erfaringer i musikkundervisningen. Hvis man skal kunne erfare den sannheten som ligger i verket, forutsetter dette en total hengivenhet og forkunnskaper knyttet til hva man kan forvente i møte med den. Blant de sentrale spørsmål i tenkningen omkring kunstens rolle i musikkundervisningen er den tekniske rasjonaliteten og den instrumentelle tenkningen som rår i skolen og samfunnet. I læreplanen i musikkfaget er det mange referanser til og bruk av terminologi knyttet til kunst, estetikk og estetiske erfaringer. Dermed er det gode muligheter for å legge til rette for undervisning om og med kunst. Det kan likevel oppstå en problematikk hvis læreplanteksten tolkes i en retning der kunsten, det estetiske innholdet i musikkfaget, blir sett på som et middel for å oppnå noe annet, for eksempel til å bidra til økt samfunns- og kulturforståelse, snarere enn et mål i seg selv.


This thesis is a philosophical-theoretical thesis that attempts to present and discuss a few different opportunities and challenges related to the art phenomena in music education. By conducting a hermeneutical study of selected philosofocial texts about art and music as an art form by Martin Heidegger and Theodor W. Adorno, in addition to a review of the curriculum in the subject (LK20) and how art and related terminology is referenced in it, I attempt to present a few different approaches to thinking about art in music education. The purpose of this is to facilitate and investigate some prerequisites for further didactic reflections. The phenomena of art is extremely multifaceted, and it is thought of as very individual and personal, by many. In the thinking of Heidegger and Adorno, one can find a deep insight into the value of art, in addition to, among other things, various prerequisites for aesthetic experiences that can be important if one is to facilitate such experiences in music teaching. If one is to be able to experience the truth that lies in the artwork, this presupposes a total devotion and prior knowledge related to what one can expect in the face of it. Among the central questions in thinking about the role of art in music education is the technical rationality and the instrumental thinking that prevails in school and society. In the subjects curriculum, there are many different references to and uses of terminology related to art, aesthetics and aesthetic experiences. Thus, one could easily find opportunities to facilitate teaching about and with art. However, a problem can arise if the curriculum is interpreted in a direction where art, the aesthetic content of the music subject, is seen as a means of achieving something else, for instance to contribute to increased social and cultural understanding, rather than an end in itself.","publishedVersion","https://hdl.handle.net/11250/3028470","nob","OsloMet - Storbyuniversitetet","44",,"Musikkundervisning||Estetikk||Estetiske erfaringer||Kunst||Grunnskolen||LK20","Thinking ‘Art’ in Music Education - Opportunities and challenges","Om å tenke ‘kunst’ i musikkundervisningen - muligheter og utfordringer","Master thesis"
"06493e1a-6ad7-4abf-9869-8a1dcaaf28b9","10642/6822","Øgreid, Anne Kristine","Lesteberg, Karine||Øygarden, Andrea Stormo",,"2022","I forbindelse med LK20, har kritisk tilnærming til tekst fått et økt fokus i skolen på alle nivåer gjennom kjerneelementer som representerer det viktigste elevene skal lære i norskfaget (Kunnskapsdepartementet, 2019). Gjennom denne studien ønsker vi å bidra med innsikt i hvordan norsklærere i grunnskolen forstår og reflekterer rundt begrepet kritisk lesing, samt hvordan de mener de arbeider med dette i klasserommet. For å få tilgang på disse refleksjonene og forklaringene, har vi benyttet kvalitativt intervju, og snakket med seks lærere som jobber i grunnskolen, to fra hvert nivå.

Funnene fra denne studien viser at norsklærerne har en forståelse av kritisk lesing som er tett forbundet med kildekritikk. Videre kommer alle lærerne inn på ulike aspekter ved kritisk lesing som går utover denne snevre forståelsen. Et hovedfunn viser at sakprosatekster i størst grad benyttes i arbeidet med kritisk lesing, men flere har en forståelse av at skjønnlitteratur også inngår i dette arbeidet. Vi ser en progresjon i metodene som brukes på de ulike klassetrinnene, noe som også er i tråd med LK20 og kompetansemålene vi finner der.||In the latest curriculum, LK20, critical literacy is a more important skill, in all levels of the core elements, the students are taught in the subject Norwegian. (Kunnskapsdepartementet, 2019). Throughout this thesis, we want to contribute with insight in how teachers in Norwegian primary school understands, and reflect around, the term critical literacy, as well as how they teach this in class. We have obtained this information through interviews using the qualitative method. We have interviewed six teachers in primary school, two teaching students in 1st-4th grade, two teaching 5th-7th grade, and two teaching 8th-10th grade.

Our findings in this study show that the teachers teaching Norwegian have an understanding of critical literacy that is more in the terms of source criticism. As we go on with the interviews all of the interviewees, mention aspects of critical literacy that goes outside this narrow understanding first stated. Our study show that the teachers mainly use non-fictional texts, when teaching critical literacy, but some of them understand that fiction texts also should be part of these studies. We see a progression in the methods used, as the students go through the grades, which is in line with the competence goals stated in the curriculum.","publishedVersion","https://hdl.handle.net/11250/3027276","nob","OsloMet - storbyuniversitetet",,,"Kritisk tilnærming||Tekst||Lærerperspektiv||LK20","Critical Literacy in primary school - a qualitative study of a selection of Norwegian teachers in primary school, and how they reflect on critical literacy and their own teaching practice in it.","Lærerens refleksjoner og bruk av kritisk literacy i grunnskolen – en kvalitativ studie av et utvalg norsklærere i grunnskolen, og hvordan de reflekterer rundt kritisk literacy og egen undervisningspraksis i det.","Master thesis"
"08053a22-91c5-485d-af99-8c5f06e59f2a","10642/6822","Brodshaug, Irene","Skansen, Stina Maria",,"2022","I denne masteroppgaven utforskes lærere i kunst og håndverk sin forståelse av dybdelæring. I det nye læreplanverket, LK20, har dybdelæring fått en sentral plass for synet på elevenes læring. Ludvigsen-utvalget tok inn dybdelæring i arbeidet med fagfornyelsen, fordi det er behov for et endret læringssyn mot framtidens kompetanse. Dybdelæring er et begrep som har flere definisjoner og tolkningsmuligheter nasjonalt og internasjonalt. Det er nødvendig for lærere å vite hvordan dybdelæring skal forstås i sammenheng med norske styringsdokumenter, og hvordan det skal bidra i elevenes opplæring. Kunst og håndverk er et fag hvor elever skal lære både praktisk og teoretisk, og slik skiller det seg ut fra flere av de andre fagene i skolen som er mer teoretibaserte. På bakgrunn av dette er problemstillingen i oppgaven: «Hvordan forstår lærere i kunst og håndverk på mellomtrinnet dybdelæring, og hvilke kompetanser legger lærerne vekt på at elever skal tilegne seg gjennom dybdelæring?» Oppgaven støtter seg til en teori basert på seks globale kompetanser elever skal tilegne seg gjennom dybdelæring, utviklet av det globale partnerskapet New Pedagogies for Deep Learning, NPDL. Empirien er hentet ut fra kvalitative intervjuer med fire lærere i kunst og håndverk som har ulike erfaringer og bakgrunner. Med abduktiv tematisk analyse har empirien blitt tolket og kategorisert til kompetansemodellen utviklet av NPDL. Resultatene fra analysen drøftes mot teorigrunnlag og kunnskapsgrunnlag. Resultatene fra drøftingen viser at de fire lærerne i kunst og håndverk både har like og ulike forståelser av hva dybdelæring handler om. Det varierer hvilke kompetanser de legger vekt på at elever skal tilegne seg gjennom dybdelæring. Dybdelæring og tverrfaglighet omtaltes som sammenhengende begreper av lærerne, men forståelse og bruk av tverrfaglighet i undervisningen varierer. Denne masteroppgaven er et bidrag til å kunne øke forståelsen av dybdelæring i faget kunst og håndverk.


In this master´s thesis the understanding of the term deep learning among teachers in art and crafts is explored. In the new curriculum, LK20, deep learning has been given a central position for the view of pupils learning. The Ludvigsen Committee included deep learning in the work on the renewal of subjects, because there is a need for a changed view of learning towards the future competence. Deep learning is a term that has several definitions and possibilities for interpretation both nationally and internationally. It is necessary for teachers to know what deep learning means in steering documents for the Norwegian school system, and how it should contribute to pupils´ knowledge acquisition. Art and crafts is a subject where pupils must learn both practically and theoretically. This is what makes it different from other subjects in school which are more theory-based. Based on this the research question in this thesis is: «How do teachers in art and crafts in upper primary level understand deep learning, and what competencies do the teachers emphasize that the pupils should acquire through deep learning?» This thesis uses a theory based on a model containing six global competencies that pupils should acquire through deep learning, developed by New Pedagogies of Deep Learning, NPDL. The empirical material is retrieved from qualitative interviews with four teachers in art and crafts with different experiences and backgrounds. With an abductive thematic analysis, the empirical material has been intrepreted and categorized into the competence model developed by NPDL. The results from the analysis are discussed against the theory base and knowledge base. The results from the discussion show that the four teachers in art and crafts have both similar and different understandings of what deep learning is. Their opinion varies in which competencies they emphasize that the students should acquire through deep learning. Deep learning and interdisciplinarity were referred to as coherent concepts by the teachers, but the understanding and use of interdisciplinarity in teaching differs. This master´s thesis is a contribution to enhance the understanding of deep learning in the subject art and crafts.","publishedVersion","https://hdl.handle.net/11250/3029657","nob","OsloMet - Storbyuniversitetet","82",,"Dybdelæring||Kunst og håndverk||Kompetanser||Fagspesifikke kompetanser||Tverrfaglighet||Deep learning||Art and crafts||Competencies||Subject-specific competencies||Interdisciplinarity","Deep learning in art and crafts - Four teachers in art and crafts´ understanding of deep learning","Dybdelæring i kunst og håndverk - Fire lærere i kunst og håndverk sin forståelse av dybdelæring","Master thesis"
"0a3a5030-404f-4cb5-acdc-952be55c4908","10642/6822","Engen, Bård Ketil","Lie, Mathias Nystuen",,"2022","Denne oppgaven undersøker hvorvidt et undervisningsopplegg basert på utvidet virkelighet (AR) kan fremme indre motivasjon, samt stimulere til utvikling av geometrisk tenkning og spatial visualisering for elever på 9.trinn. Utformingen er gjort på bakgrunn av det analytiske rammeverket og tidligere forskning knyttet til AR, motivasjon, geometrisk tenkning og spatial visualisering. Studien er designbasert, som vil si at formålet er å skape et undervisningsdesign, sette det ut i en naturlig undervisningskontekst og se i hvilken grad designet oppfyller hensikten den ble utformet til å fylle. Datainnsamlingen foregikk i tre ulike 9. klasser, fra ulike steder i Norge. Lærerne testet ut undervisningsdesignet og ble senere intervjuet om deres erfaringer med gjennomføringen.    

Undervisningsdesignet virker til å kunne stimulere flere sentrale aspekter innenfor det grunnleggende behovet for kompetanse.  Dette kommer frem gjennom at informantene opplever designet som effektivt, at elevene opplever mestring og at de får utfordringer underveis. Støttestrukturene som er lagt inn virker til å hjelpe elevene med å holde progresjon i arbeidet. Disse gjorde også elevene mer selvstendig, som videre er viktig for deres følelse av autonomi. I tillegg erfarte informantene at undervisningsdesignet skaper interesse og engasjement hos elevene. Videre er det fremlagt at elevene får forfølge egne matematiske ideer og utforske matematikken. Når det kommer til følelsen av tilhørighet, fremmes det som positivt at elevene får arbeide sammen og at de relativt selvstendig kan utforske og arbeide med geometrien. Designet virker til å kunne legge til rette for tilfredstillelse av flere sentrale elementer fra selvbestemmelsesteorien, som videre sees som elementært for å skape indre motiverte holdninger hos elever. 

Undervisningsopplegget legger til rette for at elevene aktivt kan benytte et matematisk språk. Visualiseringene og oppgavene er designet slik at elevene skal kunne få økt kunnskap når det kommer til relasjoner i og mellom figurer. Det har også blitt argumentert for at designet kan føre til økt forståelse for begreper og objekter innenfor geometrien. Samt at det dynamiske designet og oppgaveoppsettet legger til rette for utforsking, resonering og argumentasjon underveis i arbeidet. Det overnevnte er sentrale faktorer som kan legge til rette for utvikling av geometrisk tenkning og spatial visualisering.","publishedVersion","https://hdl.handle.net/11250/3027852","nob","OsloMet - storbyuniversitetet",,,,"Augmented reality as an educational tool: Development of geometric thinking, spatial visualization and intrinsic motivation","Utvidet virkelighet som pedagogisk verktøy: Utvikling av geometrisk tenkning, spatial visualisering og indre motivasjon.","Master thesis"
"0b2b89ba-a060-41b3-a6c0-32891aa2a606","10642/6822","Laake, Signe||Tkachenko, Elena","Jenssen, Mathea||Kalnæs, Emma",,"2022","I denne masteroppgaven har vi undersøkt problemstillingen: Hvilket syn har lærere på flerspråklighet, og hvordan beskriver de at de tilrettelegger for flerspråklig praksis i undervisningen? Lærere arbeider med flerspråklige elever hver dag, og det kan finnes differanser mellom hvordan og hvorvidt de arbeider med å styrke denne flerspråklige kompetansen gjennom sin undervisning. Ønsket om å finne ut mer av dette har vært bakgrunnen for studien. 

For å undersøke denne problemstillingen har vi gjennomført kvalitative intervjuer av fem ungdomsskolelærere. Informantene har alle tilknytning til temaet ved at de har ansvar for særskilt norskopplæring (SNO), og tre av informantene har også mottaksklasser. For å analysere datamaterialet har vi brukt to ulike modeller som vil gi svar på hvilket syn og undervisningspraksis de har. Den ene modellen er hentet fra García & Wei (2019) og tar for seg tre ulike syn på flerspråklighet, som er et parallelt syn, et dialogisk syn og et dynamisk syn. Den andre modellen er hentet fra Chumak-Horbatsch (2019) og tar for seg tre ulike undervisningspraksiser, som er assimilerende praksis, støttende praksis og inkluderende praksis. Det finnes likheter mellom de tre synene på flerspråklighet og de tre praksisene. 

Funnene i denne studien viser en forskjell mellom lærergruppene, og vi kan se at lærerne som har ansvar for mottaksklasser i større grad tilrettelegger for flerspråklig praksis i undervisningen enn lærerne som ikke arbeider med denne elevgruppen. I denne studien har lærerne enten et dialogisk syn på flerspråklighet eller et dynamisk syn på flerspråklighet, og alle de tre praksisene er representert av lærerne. Lærernes undervisningspraksis kan bli påvirket av deres syn til en viss grad, men vi finner også at lærernes kompetanse og erfaring er en faktor i dette arbeidet. Noen av lærerne trekker frem viktigheten av at de selv har kunnskaper i elevenes språk, mens andre lærere ikke ser på det som et krav. Denne studien viser også spennet lærere kan føle på mellom å tilrettelegge for flerspråklig praksis og å undervise skolespråket.","publishedVersion","https://hdl.handle.net/11250/3026550","nob",,,,"Flerspråklighet||Undervisningspraksis||Didaktikk||Språkopplæring",,"Læreres språkfokus som grunnlag for undervisningspraksis: En kvalitativ undersøkelse av fem norsklæreres syn på flerspråklighet og undervisningspraksis i flerspråklige klasserom","Master thesis"
"0c765311-8b46-4c92-bdf7-aab7e32593cc","10642/6822","Dalland, Cecilie","Salvesen, Benedicte",,"2023","Stor del av tidligere forskning på elevers skolemotstand har hatt et samfunnsperspektiv, hvor klassebakgrunn, kjønn og etnisitet er viktige årsaker bak elevers skolemotstand. Formålet med denne studien er å undersøke fenomenet skolemotstand, og hvordan læreren kan håndtere og forebygge. Problemstillingen jeg vil prøve å besvare i denne masteroppgaven er følgende: hvorfor og hvordan kommer skolemotstand til uttrykk blant jenter med høy sosioøkonomisk bakgrunn, og hvordan kan læreren håndtere og forebygge? For å besvare denne problemstillingen har jeg utført tre individuelle semi-strukturerte intervju av tre jenter med høy sosioøkonomisk bakgrunn, altså at deres foresatte har høyere utdanning. Med denne kvalitative metoden har jeg et fenomenologisk perspektiv, hvor informantenes livsverden er i fokus. Hensikten med dette er at informantene skal fortelle om sine egne opplevelser knyttet til skolemotstand. I tillegg sier informantene noe om erfaringer knyttet til lærer-elev-relasjonen, samt hvordan de ønsket å bli møtt av læreren som elev. Sammenfattende viser mine funn at skolemotstand blant elever har ulike uttrykk. Den kan komme til uttrykk gjennom utagerende atferd, innagerende atferd og problematisk atferd som ofte ikke kan oppdages gjennom direkte observasjon av atferd. Dette kan komme til uttrykk gjennom tydelige motspill mot læreren, forseintkomminger, skulk, lite faglig motivasjon og lite deltakelse i skolearbeid. I tillegg kan skolemotstand, i form av innagerende atferd, utvikles til å bli ufrivillig skolefravær, også kalt skolevegring. Årsakene bak skolemotstand er komplekse, og kan være mange. Høy sosioøkonomisk bakgrunn ses på å være en beskyttende faktor når det kommer til skolemotstand. Selv om informantene har opplevd støtte i hjemmet, har det ikke vært tilstrekkelig for å forebygge skolemotstand. Derimot er lærer-elev-relasjon av stor betydning i arbeidet for å håndtere og forebygge skolemotstand. Informantene knytter deres skolemotstand opp mot dårlige lærer-elev-relasjoner, hvor de opplevde at deres behov for anerkjennelse ikke har blitt dekt. I tillegg er det vist at lite faglig motivasjon kan være en årsaksfaktor som fremmer skolemotstand. Avslutningsvis ser man at økning av sosiale og faglige krav kommer til syne i overgangen til ungdomsskole. Hvor prestasjonspress kan øke skolemotstand, gjennom å true elevens følelse av selvverd. Det vil derfor si at selv-eksklusjon fra skolesituasjoner er beskyttelsesstrategier. Det er derfor av stor betydning at læreren jobber systematisk med lærer-elev-relasjon, og er bevisste på elevens subjektive opplevelsesverden.


The majority of previous research on student anti-school attitudes, or resistance, has had a societal perspective, where class background, gender, and ethnicity are important causes of student resistance. The purpose of this study is to investigate the phenomenon of students resistance among high socioeconomic background girls and how the teacher can handle and prevent it. The research question I will try to answer in this master's thesis is as follows: why and how does student anti-school attitudes manifest among girls with high socioeconomic background, and how can the teacher handle and prevent it? To answer this research question, I conducted three individual semi-structured interviews with girls from high socioeconomic backgrounds, meaning that their parents have higher education. With this qualitative method, I adopted a phenomenological perspective where the informants' lifeworld is in focus. The aim of this is for the informants to share their own experiences related to student anti-school attitudes. Additionally, the informants speak about their experiences with the teacher-student-relationship, and how they wanted to be treated by the teacher. In summary, my findings show that student anti-school attitudes can manifest in various ways. It can be expressed through disruptive behavior, introverted behavior, and problematic behavior that often cannot be detected through direct observations of behavior. This can manifest through clear opposition to the teacher, truancy, low academic motivation, and low participation in schoolwork. In addition, student resistance, in the form of introverted behavior, can develop into involuntary school absence, also known as school refusal. The causes of student resistance are complex and can vary. A high socioeconomic background is seen as a protective factor when it comes to students anti-school attitudes. Even though the informants have experienced support from their parents, it has not been sufficient enough to prevent student anti-school attitudes. However, the teacher-student relationship is of great importance in the work of handling and preventing student anti-school attitudes. The informants link their anti-school attitudes to poor teacher-student relationships, where they felt that their need for recognition was not met. Additionally, it has been shown that low academic motivation can be a contributing factor that promotes anti-school attitudes. Finally, an increase in social and academic demands become apparent in the transition to secondary school, where academic pressure can increase student anti-school attitudes by threatening the student's sense of self-worth. Based on this, self-exclusion from education situations can be a protective strategy. It is therefore essential that the teacher works systematically on the teacher-student relationship and is aware of the student's subjective experience.","publishedVersion","https://hdl.handle.net/11250/3097284","nob","Oslomet - storbyuniversitetet",,,,"Anti-School Attitudes Among High Socioeconomic Background Girls: A  Qualitative Study of Three Individuals´ Experiences","Skolemotstand blant jenter med høy sosioøkonomisk bakgrunn: En kvalitativ studie av tre jenters opplevelse av skolemotstand","Master thesis"
"0ee76e4a-cde5-48cd-9505-fd33621cb874","10642/6822","Helsvig, Kim G.","Pedersen, Cecilie Rekdal",,"2022","Formålet med denne masteroppgaven har vært å tilføre et nytt perspektiv inn i forskningen om de sosiale forskjellene en finner i Oslo. Oppgaven tar for seg søkertall til lærerstillinger utlyst i Oslo de siste seks årene. Utdanningsetatens egne rådata viser at det er en tendens med gjennomsnittlig færre søkere til skolene som ligger i øst enn vest. Hovedformålet har vært å få svar på problemstillingen; hva ligger bak valgene lærerne tar ved ansettelse i Oslo-skolen? Underliggende tema har vært de sosiale forskjellene mellom bydelene som ligger øst- og vestskillet og konsekvensens av disse. Ved å se nærmere på valgene, har det gitt et innblikk i hva Oslo-læreren mener er viktige årsaker å legge til grunn for valgene sine. Årsakene til valgene læreren varierer. Lærerne ble delt inn i to grupper, øst og vest, basert på hvilke bydeler de jobber ved. De viktigste årsakene for begge gruppene handler om det de didaktiske vilkårene, som fag og pedagogikken skolen fremmer og bruker. Skolens omdømme var den jevneste kategorien mellom gruppene. Men det var noe viktigere for lærerne i øst at de hadde kjennskap til skolen før ansettelse. Geografiske tilnærming var viktigere for de i vest, mens skolens vilkår var viktigst for de i øst. Et annet spørsmålet som ble stilt i undersøkelsen dreide seg om lærerens inntrykk av bydelen før de ble ansatt. Det var flere lærere i bydelene i øst som innledningsvis hadde dårlig inntrykk av bydelen, og inntrykket endret seg i stor grad til det bedre etter ansettelse. Inntrykk kan sees i lys av omdømmeteori, som sier det kan være viktig at skolene prioriterer at skolene får et godt omdømme av samfunnet for å øke antall elever og søknader til skolene. Det er 15 bydeler i Oslo, hvor noen kan sies å ha større belastning på enkelte områder som trangboddhet, arbeidsledighet, dårligere helse og lavere utdanning. Denne oppgaven har tatt med elementer fra de politiske styringselementene, hvordan politikken og intensjonene blir omgjort til skolepraksis og noen konsekvenser av dette. Oppgaven har også sett på det historiske skillet. Men ingen av disse punktene spesifiserer hvem Oslo-læreren er. Oppgaven har ikke grunnlag til å generalisere, men viser noen tendenser i tankegangen til lærerne.


The purpose of this master thesis has been to include a new perspective to the field of social segregation in Oslo. It is a known fact that Oslo has a social divide between the Westside and Eastside. Some of the fifteen parts of town have tougher living conditions than others, and most of these are located on the Eastside. The average number of applicants to teaching positions varies according to which part of the town the school lays in, with more applicants to the schools in the west. The research question asks what reasons teachers find important when they apply to their future workplace? Some of the findings from the survey, could be useful for further research, as part of a teacher perspective on the issue. The 77 participants in the survey were divided into two groups according to where they work: either the Westside or the Eastside. The Oslo-teachers have various reason as to what was important when they applied, and differences between the groups occurred. The most important reason for both groups were didactic, either the school needed their subjects, or they liked the schools’ vision. The most equal category was the school’s reputation, about one third in each group found it to be an important reason. The other questions in the study looked at a geographical approach, if the teacher knew of the school beforehand, and the schools’ terms like salary and guidance for new teachers. The teachers first impression of the school was also part of the survey, whereas the teachers working in the Eastern part of town had a worse impression of their school before they started. They also changed their view for the better after they started. The theoretical background for the thesis has been political points, reputation theory and power theory alongside theories about social injustice.","publishedVersion","https://hdl.handle.net/11250/3063031","nob","Oslomet - storbyuniversitetet",,,,"«It must be tiresome to be a teacher in the Eastern parts of Oslo?» – a study on the reasons teachers choose their workplace and the rising social differences in  Oslo","«Det må da være slitsomt å være lærer på Østkanten?» – en oppgave om læreres valg av arbeidssted sett i lys av de økende sosiale forskjellene i Oslo","Master thesis"
